1c. LEA ID,1s. Latitude,1t. Longitude,1a. State,1b. Local Education Agency (LEA) or entity name,1l. LEA type (name),adoption_count,adopted,knn5_peer_adopt_count,knn5_peer_adopt_share,knn5_peer_adopt_share_idw,within_50km_peer_count,within_50km_peer_adopt_count,within_50km_peer_adopt_share,within_100km_peer_count,within_100km_peer_adopt_count,within_100km_peer_adopt_share
3304650,42.956246,-72.312598,NEW HAMPSHIRE,Marlow School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,71,3,0.04225352112676056,354,27,0.07627118644067797
3304670,42.765204,-71.812257,NEW HAMPSHIRE,Mascenic Regional School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,108,8,0.07407407407407407,508,38,0.07480314960629922
3304680,43.644354,-72.119284,NEW HAMPSHIRE,Mascoma Valley Regional School District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.18960874103794786,60,4,0.06666666666666667,238,13,0.0546218487394958
3304740,42.86185,-71.497961,NEW HAMPSHIRE,Merrimack School District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.2535446515796357,143,14,0.0979020979020979,465,38,0.08172043010752689
3304760,43.275458,-71.592557,NEW HAMPSHIRE,Merrimack Valley School District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.00011414998036740578,76,4,0.05263157894736842,332,30,0.09036144578313253
3304770,43.603676,-71.21224,NEW HAMPSHIRE,Middleton School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,59,3,0.05084745762711865,257,25,0.09727626459143969
3304800,44.388999,-71.178215,NEW HAMPSHIRE,Milan School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,31,1,0.03225806451612903,135,8,0.05925925925925926
3304830,42.828978,-71.659448,NEW HAMPSHIRE,Milford School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,117,14,0.11965811965811966,477,35,0.07337526205450734
3304890,42.87374,-72.281128,NEW HAMPSHIRE,Monadnock Regional School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,78,3,0.038461538461538464,370,28,0.07567567567567568
3304920,44.25855,-72.052147,NEW HAMPSHIRE,Monroe School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,48,3,0.0625,207,11,0.05314009661835749
3304950,42.864231,-71.626908,NEW HAMPSHIRE,Mont Vernon School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,115,13,0.11304347826086956,465,36,0.07741935483870968
4021120,34.482081,-95.209012,OKLAHOMA,NASHOBA,Regular public school district that is not a component of a supervisory union,1,1,1,0.2,0.1527750632970473,12,2,0.16666666666666666,94,6,0.06382978723404255
3304980,42.754935,-71.485358,NEW HAMPSHIRE,Nashua School District,Regular public school district that is not a component of a supervisory union,22,1,2,0.4,0.3017549772897931,164,15,0.09146341463414634,483,37,0.07660455486542443
3305010,42.956246,-72.312598,NEW HAMPSHIRE,Nelson School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,71,3,0.04225352112676056,354,27,0.07627118644067797
3305040,43.019567,-71.598611,NEW HAMPSHIRE,New Boston School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,99,9,0.09090909090909091,423,35,0.08274231678486997
3305070,43.034645,-70.83264,NEW HAMPSHIRE,New Castle School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,89,9,0.10112359550561797,330,39,0.11818181818181818
3305190,42.975703,-70.956147,NEW HAMPSHIRE,Newfields School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,119,16,0.13445378151260504,357,36,0.10084033613445378
3305220,43.591783,-71.737046,NEW HAMPSHIRE,Newfound Area School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,61,5,0.08196721311475409,271,20,0.07380073800738007
3305250,43.034645,-70.83264,NEW HAMPSHIRE,Newington School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,89,9,0.10112359550561797,330,39,0.11818181818181818
3305280,43.077356,-70.939796,NEW HAMPSHIRE,Newmarket School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,102,10,0.09803921568627451,335,40,0.11940298507462686
3305310,43.367466,-72.176337,NEW HAMPSHIRE,Newport School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,68,3,0.04411764705882353,267,19,0.07116104868913857
3305370,42.932693,-70.832789,NEW HAMPSHIRE,North Hampton School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,100,13,0.13,350,35,0.1
3305400,44.599538,-71.514273,NEW HAMPSHIRE,Northumberland School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,36,1,0.027777777777777776,138,6,0.043478260869565216
3305430,43.19256,-71.149633,NEW HAMPSHIRE,Northwood School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,105,8,0.0761904761904762,345,35,0.10144927536231885
3305460,43.116751,-71.102398,NEW HAMPSHIRE,Nottingham School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,111,10,0.09009009009009009,359,36,0.10027855153203342
3305520,43.138758,-70.919643,NEW HAMPSHIRE,Oyster River Coop School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,89,7,0.07865168539325842,325,37,0.11384615384615385
3305550,42.727062,-71.326736,NEW HAMPSHIRE,Pelham School District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.2744879493714405,206,22,0.10679611650485436,460,36,0.0782608695652174
3680540,40.728794,-73.619138,NEW YORK,NASSAU BOCES,Service agency,1,1,0,0.0,0.0,580,62,0.10689655172413794,981,98,0.0998980632008155
3305670,44.095898,-72.025665,NEW HAMPSHIRE,Piermont School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,61,5,0.08196721311475409,204,8,0.0392156862745098
3305700,44.894225,-71.494738,NEW HAMPSHIRE,Pittsburg School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,21,0,0.0,100,2,0.02
3305730,43.303623,-71.316728,NEW HAMPSHIRE,Pittsfield School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,87,4,0.04597701149425287,328,33,0.10060975609756098
3305760,43.542382,-72.267511,NEW HAMPSHIRE,Plainfield School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,51,3,0.058823529411764705,238,16,0.06722689075630252
3305790,43.764272,-71.703019,NEW HAMPSHIRE,Plymouth School District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.2,49,3,0.061224489795918366,217,13,0.059907834101382486
3305820,43.071054,-70.753657,NEW HAMPSHIRE,Portsmouth School District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.34954954662202464,68,7,0.10294117647058823,306,37,0.12091503267973856
3305830,44.298341,-71.769333,NEW HAMPSHIRE,Profile School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,38,2,0.05263157894736842,180,9,0.05
3305880,43.048118,-71.177088,NEW HAMPSHIRE,Raymond School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,131,13,0.09923664122137404,375,37,0.09866666666666667
3305940,43.315894,-70.979927,NEW HAMPSHIRE,Rochester School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,77,8,0.1038961038961039,276,31,0.11231884057971014
3305970,43.25904,-70.872251,NEW HAMPSHIRE,Rollinsford School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,71,7,0.09859154929577464,283,33,0.1166077738515901
4832130,29.186693,-98.855139,TEXAS,NATALIA ISD,Regular public school district that is not a component of a supervisory union,5,1,0,0.0,0.0,36,1,0.027777777777777776,78,1,0.01282051282051282
3306030,43.034645,-70.83264,NEW HAMPSHIRE,Rye School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,89,9,0.10112359550561797,330,39,0.11818181818181818
3306060,42.781914,-71.212798,NEW HAMPSHIRE,Salem School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,192,20,0.10416666666666667,431,37,0.08584686774941995
3306080,42.946496,-71.057298,NEW HAMPSHIRE,Sanborn Regional School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,141,17,0.12056737588652482,380,37,0.09736842105263158
3306150,42.932693,-70.832789,NEW HAMPSHIRE,Seabrook School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,100,13,0.13,350,35,0.1
3306180,43.440343,-71.47965,NEW HAMPSHIRE,Shaker Regional School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,69,5,0.07246376811594203,296,25,0.08445945945945946
3306240,43.25904,-70.872251,NEW HAMPSHIRE,Somersworth School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,71,7,0.09859154929577464,283,33,0.1166077738515901
3306260,42.864231,-71.626908,NEW HAMPSHIRE,Souhegan Cooperative School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,115,13,0.11304347826086956,465,36,0.07741935483870968
3306270,42.932693,-70.832789,NEW HAMPSHIRE,South Hampton School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,100,13,0.13,350,35,0.1
3306330,44.599538,-71.514273,NEW HAMPSHIRE,Stark School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,36,1,0.027777777777777776,138,6,0.043478260869565216
3306360,44.894225,-71.494738,NEW HAMPSHIRE,Stewartstown School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,21,0,0.0,100,2,0.02
3306390,43.180036,-71.832264,NEW HAMPSHIRE,Stoddard School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,77,3,0.03896103896103896,344,27,0.07848837209302326
3306420,43.269674,-71.127825,NEW HAMPSHIRE,Strafford School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,94,6,0.06382978723404255,309,35,0.11326860841423948
3306450,44.599538,-71.514273,NEW HAMPSHIRE,Stratford School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,36,1,0.027777777777777776,138,6,0.043478260869565216
3306480,42.975703,-70.956147,NEW HAMPSHIRE,Stratham School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,119,16,0.13445378151260504,357,36,0.10084033613445378
3306540,43.38698,-72.094421,NEW HAMPSHIRE,Sunapee School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,60,4,0.06666666666666667,267,20,0.0749063670411985
3306600,43.83629,-71.264982,NEW HAMPSHIRE,Tamworth School District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,3.525607358755339e-05,40,2,0.05,221,19,0.08597285067873303
3306660,43.764272,-71.703019,NEW HAMPSHIRE,Thornton School District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.2,49,3,0.061224489795918366,217,13,0.059907834101382486
3306720,42.845421,-71.112366,NEW HAMPSHIRE,Timberlane Regional School District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.1956532122917978,175,20,0.11428571428571428,411,36,0.08759124087591241
3306750,43.369671,-72.337319,NEW HAMPSHIRE,Unity School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,63,4,0.06349206349206349,261,19,0.07279693486590039
3306780,43.553303,-71.03723,NEW HAMPSHIRE,Wakefield School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,53,6,0.11320754716981132,237,25,0.10548523206751055
3306870,44.095898,-72.025665,NEW HAMPSHIRE,Warren School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,61,5,0.08196721311475409,204,8,0.0392156862745098
3306900,43.118151,-71.899775,NEW HAMPSHIRE,Washington School District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,5.6835701355080594e-05,85,4,0.047058823529411764,369,31,0.08401084010840108
3306910,43.764272,-71.703019,NEW HAMPSHIRE,Waterville Valley School District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.2,49,3,0.061224489795918366,217,13,0.059907834101382486
3306930,43.180036,-71.832264,NEW HAMPSHIRE,Weare School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,77,3,0.03896103896103896,344,27,0.07848837209302326
3306990,43.764272,-71.703019,NEW HAMPSHIRE,Wentworth School District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.2,49,3,0.061224489795918366,217,13,0.059907834101382486
3307020,42.956246,-72.312598,NEW HAMPSHIRE,Westmoreland School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,71,3,0.04225352112676056,354,27,0.07627118644067797
3307050,44.418184,-71.602962,NEW HAMPSHIRE,White Mountains Regional School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,34,2,0.058823529411764705,160,7,0.04375
3307115,42.881697,-71.78573,NEW HAMPSHIRE,Wilton-Lyndeborough Cooperative School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,107,9,0.08411214953271028,479,34,0.0709812108559499
3307140,42.767617,-72.376447,NEW HAMPSHIRE,Winchester School District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.1962064854039178,77,4,0.05194805194805195,368,25,0.06793478260869565
3307170,42.799837,-71.309484,NEW HAMPSHIRE,Windham School District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.14038273957578526,186,20,0.10752688172043011,446,36,0.08071748878923767
3307200,43.118151,-71.899775,NEW HAMPSHIRE,Windsor School District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,5.6835701355080594e-05,85,4,0.047058823529411764,369,31,0.08401084010840108
3307230,42.932693,-70.832789,NEW HAMPSHIRE,Winnacunnet Cooperative School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,100,13,0.13,350,35,0.1
3307300,43.444178,-71.603401,NEW HAMPSHIRE,Winnisquam Regional School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,66,5,0.07575757575757576,295,26,0.08813559322033898
3307330,43.217919,-71.211202,NEW HAMPSHIRE,Coe-Brown Northwood Academy School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,98,5,0.05102040816326531,343,34,0.09912536443148688
3307360,42.895512,-71.316481,NEW HAMPSHIRE,Pinkerton Academy School District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.3989307511210787,154,15,0.09740259740259741,421,37,0.08788598574821853
3399965,43.764272,-71.703019,NEW HAMPSHIRE,Pemi-baker Regional School District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.2,49,3,0.061224489795918366,217,13,0.059907834101382486
3399970,44.095898,-72.025665,NEW HAMPSHIRE,SAU #23 French Pond School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,61,5,0.08196721311475409,204,8,0.0392156862745098
3399971,44.095898,-72.025665,NEW HAMPSHIRE,SAU #23 King Street School School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,61,5,0.08196721311475409,204,8,0.0392156862745098
3399972,44.40033,-71.436228,NEW HAMPSHIRE,Heartwood Public Charter School,Independent charter district,0,0,0,0.0,0.0,22,1,0.045454545454545456,153,6,0.0392156862745098
3399973,42.979431,-70.918071,NEW HAMPSHIRE,Coastal Waters Chartered Public School,Independent charter district,0,0,0,0.0,0.0,113,15,0.13274336283185842,357,37,0.10364145658263306
3399974,42.854143,-71.963153,NEW HAMPSHIRE,Lionheart Classical Academy Chartered Public School,Independent charter district,0,0,0,0.0,0.0,89,6,0.06741573033707865,493,37,0.07505070993914807
3400004,40.731058,-74.40064,NEW JERSEY,School District of the Chathams,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.24669267679335602,655,60,0.0916030534351145,1116,100,0.08960573476702509
3400005,40.698662,-74.393709,NEW JERSEY,Morris-Union Jointure Commission School District,Regular public school district that is not a component of a supervisory union,0,0,2,0.4,0.340215139798827,655,62,0.09465648854961832,1128,100,0.08865248226950355
3400006,39.438326,-74.694234,NEW JERSEY,Atlantic County Special Services School District,Regular public school district that is not a component of a supervisory union,0,0,2,0.4,0.06417187409747899,95,5,0.05263157894736842,464,31,0.0668103448275862
3400007,40.866066000000004,-74.064905,NEW JERSEY,South  Bergen Jointure Commission School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,697,70,0.10043041606886657,1055,103,0.0976303317535545
3400008,40.87274,-74.903421,NEW JERSEY,Great Meadows Regional School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,171,5,0.029239766081871343,1029,84,0.08163265306122448
3400009,40.72151,-74.56735,NEW JERSEY,Somerset Hills Regional School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,383,34,0.08877284595300261,1170,97,0.0829059829059829
3400014,40.899531,-73.975058,NEW JERSEY,Englewood on the Palisades Charter School,Independent charter district,0,0,2,0.4,0.2771952739376247,683,69,0.10102489019033675,1041,103,0.0989433237271854
3400015,40.88427,-74.023781,NEW JERSEY,Teaneck Community Charter School,Independent charter district,0,0,2,0.4,0.6554476694507128,692,69,0.09971098265895954,1051,102,0.09705042816365367
3400019,39.32749,-74.59991,NEW JERSEY,Chartertech High School for the Performing Arts,Independent charter district,0,0,1,0.2,0.09806620522964636,65,3,0.046153846153846156,404,26,0.06435643564356436
3400020,40.733867,-74.174789,NEW JERSEY,Discovery Charter School,Independent charter district,0,0,1,0.2,0.19652215228654238,717,68,0.09483960948396095,1079,102,0.09453197405004633
3400021,40.773692,-74.221081,NEW JERSEY,East Orange Community Charter School,Independent charter district,0,0,1,0.2,0.24030105618970468,700,67,0.09571428571428571,1078,103,0.09554730983302412
3400022,40.747082,-74.180684,NEW JERSEY,Marion P. Thomas Charter School,Independent charter district,0,0,0,0.0,0.0,711,67,0.09423347398030943,1077,102,0.0947075208913649
3400023,40.736069,-74.18945,NEW JERSEY,New Horizons Community Charter School,Independent charter district,0,0,0,0.0,0.0,712,67,0.09410112359550561,1081,103,0.09528214616096208
3400024,40.744437,-74.170518,NEW JERSEY,North Star Academy Charter School,Independent charter district,0,0,1,0.2,0.2390598495508388,717,68,0.09483960948396095,1077,102,0.0947075208913649
3400025,40.765701,-74.171866,NEW JERSEY,Robert Treat Academy Charter School,Independent charter district,0,0,0,0.0,0.0,714,68,0.09523809523809523,1071,101,0.09430438842203548
3400026,40.774121,-74.164804,NEW JERSEY,Maria L. Varisco-Rogers Charter School,Independent charter district,0,0,2,0.4,0.3386976770866707,713,68,0.09537166900420757,1068,100,0.09363295880149813
3400029,40.754675,-74.027778,NEW JERSEY,Elysian Charter School,Independent charter district,0,0,1,0.2,0.14221762800334165,719,69,0.09596662030598054,1055,101,0.09573459715639811
3400032,40.74516,-74.028295,NEW JERSEY,Hoboken Charter School,Independent charter district,0,0,1,0.2,0.061592290613170966,723,69,0.0954356846473029,1054,101,0.09582542694497154
3400033,40.69657,-74.090881,NEW JERSEY,Jersey City Community Charter School,Independent charter district,0,0,1,0.2,0.16315548333695004,729,69,0.09465020576131687,1071,102,0.09523809523809523
3400034,40.737207,-74.062417,NEW JERSEY,Jersey City Golden Door Charter School,Independent charter district,0,0,1,0.2,0.14817532110683462,733,69,0.0941336971350614,1062,100,0.09416195856873823
3400035,40.722834,-74.075704,NEW JERSEY,The Learning Community Charter School,Independent charter district,0,0,2,0.4,0.3510805717667453,727,69,0.09491059147180192,1063,100,0.09407337723424271
3400036,40.698098,-74.100702,NEW JERSEY,Soaring Heights Charter School,Independent charter district,0,0,1,0.2,0.15894685707174502,728,69,0.09478021978021978,1072,102,0.09514925373134328
3400041,40.204928,-74.750294,NEW JERSEY,International Charter School of Trenton,Independent charter district,0,0,1,0.2,0.1614421792018464,299,18,0.06020066889632107,1128,91,0.08067375886524823
3400042,40.199058,-74.732846,NEW JERSEY,Pace Charter School of Hamilton,Independent charter district,0,0,2,0.4,0.2751979717425736,291,19,0.06529209621993128,1133,92,0.08120035304501325
3400043,40.36945,-74.657251,NEW JERSEY,Princeton Charter School,Independent charter district,0,0,0,0.0,0.0,232,16,0.06896551724137931,1234,92,0.07455429497568881
3400046,40.240811,-74.805869,NEW JERSEY,The Village Charter School,Independent charter district,0,0,0,0.0,0.0,296,14,0.0472972972972973,1111,90,0.081008100810081
3400047,40.479855,-74.462128,NEW JERSEY,Greater Brunswick Charter School,Independent charter district,0,0,0,0.0,0.0,390,42,0.1076923076923077,1243,98,0.07884151246983105
3400048,40.172716,-74.027766,NEW JERSEY,Academy Charter High School,Independent charter district,0,0,0,0.0,0.0,131,18,0.13740458015267176,1071,97,0.09056956115779645
3400049,40.34834,-74.071671,NEW JERSEY,Red Bank Charter School,Independent charter district,0,0,0,0.0,0.0,387,49,0.12661498708010335,1099,98,0.08917197452229299
3400050,40.520041,-74.850277,NEW JERSEY,Hunterdon County Vocational School District,Specialized public school district,0,0,0,0.0,0.0,228,10,0.043859649122807015,1205,90,0.07468879668049792
3400051,40.8057,-74.46697,NEW JERSEY,Unity Charter School,Independent charter district,0,0,0,0.0,0.0,618,53,0.08576051779935275,1091,98,0.08982584784601283
3400052,40.878244,-74.143047,NEW JERSEY,Classical Academy Charter School of Clifton,Independent charter district,0,0,4,0.8,0.8151967957573725,697,69,0.09899569583931134,1059,102,0.09631728045325778
3400055,41.112773,-74.634263,NEW JERSEY,Sussex County Technology Charter School,Independent charter district,0,0,0,0.0,0.0,170,10,0.058823529411764705,965,90,0.09326424870466321
3400061,40.603861,-74.429591,NEW JERSEY,The Queen City Academy Charter School District,Independent charter district,0,0,0,0.0,0.0,562,55,0.09786476868327403,1212,98,0.08085808580858085
3400064,40.730743,-74.169247,NEW JERSEY,Gray Charter School,Independent charter district,0,0,1,0.2,0.1987091206534539,720,68,0.09444444444444444,1079,102,0.09453197405004633
3400069,40.270329,-74.080521,NEW JERSEY,Bayshore Jointure Commission School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,278,33,0.11870503597122302,1118,99,0.0885509838998211
3400070,40.711168,-74.202782,NEW JERSEY,TEAM Academy Charter School,Independent charter district,0,0,0,0.0,0.0,712,66,0.09269662921348315,1084,103,0.09501845018450185
3400073,40.712324,-74.09195,NEW JERSEY,University Academy Charter High School,Independent charter district,0,0,1,0.2,0.4134679500306304,727,69,0.09491059147180192,1067,101,0.09465791940018745
3400076,40.218254,-74.00811,NEW JERSEY,Hope Academy Charter School,Independent charter district,0,0,1,0.2,0.15188920383496754,161,19,0.11801242236024845,1052,96,0.09125475285171103
3400078,39.94608,-75.118301,NEW JERSEY,LEAP Academy University Charter School,Independent charter district,0,0,1,0.2,0.12123197654057113,329,15,0.04559270516717325,673,39,0.05794947994056464
3400080,39.928938,-75.108472,NEW JERSEY,Freedom Prep Charter School,Independent charter district,0,0,0,0.0,0.0,327,15,0.045871559633027525,669,38,0.05680119581464873
3400082,40.975958,-74.936179,NEW JERSEY,Ridge and Valley Charter School,Independent charter district,0,0,0,0.0,0.0,126,2,0.015873015873015872,932,81,0.08690987124463519
3400083,40.611938,-74.42559,NEW JERSEY,Union County TEAMS Charter School-High School/College LA,Independent charter district,0,0,0,0.0,0.0,588,57,0.09693877551020408,1204,99,0.08222591362126246
3400085,40.253013,-74.813188,NEW JERSEY,OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES,State operated agency,0,0,0,0.0,0.0,295,13,0.04406779661016949,1121,91,0.08117752007136485
600036,38.647395,-121.503492,CALIFORNIA,Natomas Unified,Regular public school district that is not a component of a supervisory union,7,1,0,0.0,0.0,104,20,0.19230769230769232,276,53,0.19202898550724637
3400088,40.242872,-74.792128,NEW JERSEY,OFFICE OF EDUCATIONAL SERVICES DEPARTMENT OF CORRECTIONS,State operated agency,0,0,0,0.0,0.0,296,13,0.04391891891891892,1136,92,0.08098591549295775
3400089,40.243748,-74.753018,NEW JERSEY,OFFICE OF EDUCATION JUVENILE JUSTICE COMMISSION,State operated agency,0,0,2,0.4,0.30242442446955575,279,16,0.05734767025089606,1169,95,0.08126603934987169
3400090,40.513865,-74.565511,NEW JERSEY,Central Jersey College Prep Charter School,Independent charter district,0,0,0,0.0,0.0,304,24,0.07894736842105263,1244,98,0.07877813504823152
3400660,39.437007,-74.495303,NEW JERSEY,Absecon Public Schools District,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.28139615301740817,68,4,0.058823529411764705,448,31,0.06919642857142858
3400690,40.57291,-75.011715,NEW JERSEY,Alexandria Township School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,183,6,0.03278688524590164,1133,84,0.07413945278022947
3400715,40.874078,-74.098733,NEW JERSEY,Bergen Arts and Science Charter School,Independent charter district,0,0,2,0.4,0.42665206944823925,695,70,0.10071942446043165,1056,102,0.09659090909090909
3400717,40.223755,-74.77719,NEW JERSEY,Foundation Academy Charter School,Independent charter district,0,0,1,0.2,0.23303709046890642,300,16,0.05333333333333334,1119,91,0.08132260947274352
3400718,40.911659,-74.177691,NEW JERSEY,Community Charter School of Paterson,Independent charter district,0,0,1,0.2,0.04172851474496212,682,66,0.0967741935483871,1054,102,0.0967741935483871
3400719,40.75306,-74.219161,NEW JERSEY,Pride Academy Charter School District,Independent charter district,0,0,0,0.0,0.0,701,67,0.09557774607703282,1081,103,0.09528214616096208
3400720,40.924637,-74.811941,NEW JERSEY,Allamuchy Township School District,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,186,4,0.021505376344086023,1009,85,0.08424182358771061
3400723,40.238089,-74.749775,NEW JERSEY,Paul Robeson Charter School for the Humanities,Independent charter district,0,0,2,0.4,0.36258128775552867,282,17,0.06028368794326241,1167,95,0.08140531276778064
3400724,40.729934,-74.226983,NEW JERSEY,Burch Charter School of Excellence,Independent charter district,0,0,0,0.0,0.0,701,64,0.0912981455064194,1082,102,0.09426987060998152
3400727,40.73606,-74.072621,NEW JERSEY,The Ethical Community Charter School School Distirct,Independent charter district,0,0,1,0.2,0.13953918956808709,730,69,0.09452054794520548,1062,100,0.09416195856873823
3400729,39.434777,-75.002911,NEW JERSEY,Vineland Public Charter School,Independent charter district,0,0,0,0.0,0.0,128,6,0.046875,468,25,0.053418803418803416
3400730,40.732899,-74.179837,NEW JERSEY,Newark Educators Community Charter School,Independent charter district,0,0,1,0.2,0.1572756172483518,714,67,0.0938375350140056,1079,102,0.09453197405004633
3400731,40.115568,-74.783627,NEW JERSEY,Riverbank Charter School of Excellence,Independent charter district,0,0,0,0.0,0.0,296,17,0.057432432432432436,938,73,0.07782515991471216
3400734,40.739364,-74.03789,NEW JERSEY,Hoboken Dual Language Charter School,Independent charter district,0,0,0,0.0,0.0,728,69,0.09478021978021978,1053,100,0.0949667616334283
3400735,40.406249,-74.418544,NEW JERSEY,Hatikvah International Academy Charter School,Independent charter district,0,0,1,0.2,0.18551217760251448,341,38,0.11143695014662756,1243,98,0.07884151246983105
3400740,40.620506,-74.42323,NEW JERSEY,The Barack Obama Green Charter High School District,Independent charter district,0,0,0,0.0,0.0,602,58,0.09634551495016612,1196,100,0.08361204013377926
3400741,40.521049,-74.27575,NEW JERSEY,Academy for Urban Leadership Charter School,Independent charter district,0,0,0,0.0,0.0,625,69,0.1104,1175,99,0.08425531914893616
3400744,40.042584,-74.900988,NEW JERSEY,Benjamin Banneker Preparatory Charter School,Independent charter district,0,0,1,0.2,0.2085629269113143,300,14,0.04666666666666667,772,50,0.06476683937823834
3400745,40.858977,-74.123275,NEW JERSEY,Passaic Arts and Science Charter School,Independent charter district,0,0,2,0.4,0.23464146630719476,702,70,0.09971509971509972,1062,102,0.096045197740113
3400746,40.52833,-74.522741,NEW JERSEY,Thomas Edison EnergySmart Charter School,Independent charter district,0,0,0,0.0,0.0,351,30,0.08547008547008547,1239,99,0.07990314769975787
