1c. LEA ID,1s. Latitude,1t. Longitude,1a. State,1b. Local Education Agency (LEA) or entity name,1l. LEA type (name),adoption_count,adopted,knn5_peer_adopt_count,knn5_peer_adopt_share,knn5_peer_adopt_share_idw,within_50km_peer_count,within_50km_peer_adopt_count,within_50km_peer_adopt_share,within_100km_peer_count,within_100km_peer_adopt_count,within_100km_peer_adopt_share
1734620,42.2781,-87.9047,ILLINOIS,Rondout SD 72,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,197,15,0.07614213197969544,497,38,0.07645875251509054
1734650,40.878801,-88.773679,ILLINOIS,Rooks Creek CCSD 425,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,38,1,0.02631578947368421,226,12,0.05309734513274336
1734710,41.97355,-88.077246,ILLINOIS,Roselle SD 12,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.1695629587238367,267,22,0.08239700374531835,507,37,0.07297830374753451
3701800,36.325874,-78.595867,NORTH CAROLINA,Granville County Schools,Regular public school district that is not a component of a supervisory union,4,1,0,0.0,0.0,39,5,0.1282051282051282,116,16,0.13793103448275862
1734770,41.9896,-87.8703,ILLINOIS,Rosemont ESD 78,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,268,23,0.08582089552238806,485,35,0.07216494845360824
1734870,40.381446,-87.670867,ILLINOIS,Rossville-Alvin CUSD 7,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.30071989526804765,35,3,0.08571428571428572,115,12,0.10434782608695652
1734990,42.355096,-88.103106,ILLINOIS,Round Lake CUSD 116,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,179,13,0.07262569832402235,486,33,0.06790123456790123
1735010,38.851755,-90.075834,ILLINOIS,Roxana CUSD 1,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,102,13,0.12745098039215685,203,15,0.07389162561576355
1735100,41.402843,-88.749338,ILLINOIS,Rutland CCSD 230,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,71,1,0.014084507042253521,387,27,0.06976744186046512
1735160,38.638285,-88.957639,ILLINOIS,Salem SD 111,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,51,0,0.0,168,9,0.05357142857142857
1735190,38.637361,-88.943034,ILLINOIS,Salem CHSD 600,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,48,0,0.0,165,8,0.048484848484848485
1735220,41.868987,-87.96927,ILLINOIS,Salt Creek SD 48,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,295,26,0.08813559322033898,490,37,0.07551020408163266
1735310,38.616997,-89.131042,ILLINOIS,Sandoval CUSD 501,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,53,0,0.0,209,12,0.05741626794258373
1735340,41.519143,-87.545309,ILLINOIS,Sandridge SD 172,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.41105235525341355,202,19,0.09405940594059406,422,35,0.08293838862559241
1735370,41.639187,-88.619258,ILLINOIS,Sandwich CUSD 430,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,91,4,0.04395604395604396,494,37,0.07489878542510121
1735400,41.400184,-88.423584,ILLINOIS,Saratoga CCSD 60C,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,86,5,0.05813953488372093,452,37,0.08185840707964602
1735460,41.492899,-87.557285,ILLINOIS,CCSD 168,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.25432024682660676,200,20,0.1,423,34,0.08037825059101655
1735610,42.475111,-90.250793,ILLINOIS,Scales Mound CUSD 211,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,27,2,0.07407407407407407,120,11,0.09166666666666666
1735640,41.951846,-87.870151,ILLINOIS,Schiller Park SD 81,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,286,24,0.08391608391608392,486,35,0.0720164609053498
1735770,38.590156,-89.00036,ILLINOIS,Selmaville CCSD 10,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,52,0,0.0,181,10,0.055248618784530384
1735820,41.30853,-88.607485,ILLINOIS,Seneca CCSD 170,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,73,1,0.0136986301369863,394,29,0.07360406091370558
1735850,41.315441,-88.602995,ILLINOIS,Seneca Twp HSD 160,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,73,1,0.0136986301369863,394,29,0.07360406091370558
1735940,38.079863,-89.067754,ILLINOIS,Sesser-Valier CUSD 196,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,65,2,0.03076923076923077,175,7,0.04
1735970,41.763226,-88.876067,ILLINOIS,Indian Creek CUSD 425,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,58,3,0.05172413793103448,439,26,0.05922551252847381
1736090,39.406362,-88.801755,ILLINOIS,Shelbyville CUSD 4,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.20797966905560802,24,1,0.041666666666666664,119,5,0.04201680672268908
1736180,41.319391,-90.508287,ILLINOIS,Sherrard CUSD 200,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.17365996448659654,38,4,0.10526315789473684,122,8,0.06557377049180328
1736210,38.556363,-89.899389,ILLINOIS,Shiloh Village SD 85,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,113,13,0.11504424778761062,220,15,0.06818181818181818
1736240,42.444137,-89.194921,ILLINOIS,Shirland CCSD 134,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,46,3,0.06521739130434782,225,16,0.07111111111111111
1736300,41.515975,-87.738992,ILLINOIS,ESD 159,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,232,21,0.09051724137931035,445,37,0.08314606741573034
1736330,38.5762,-90.0588,ILLINOIS,Signal Hill SD 181,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,116,13,0.11206896551724138,206,16,0.07766990291262135
1736360,41.529961,-90.391398,ILLINOIS,Silvis SD 34,Regular public school district that is not a component of a supervisory union,0,0,2,0.4,0.5557222555678247,36,2,0.05555555555555555,119,10,0.08403361344537816
1736450,42.052281,-87.742404,ILLINOIS,Skokie SD 68,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.17936875451350323,240,18,0.075,474,35,0.07383966244725738
1736480,42.032292,-87.754491,ILLINOIS,Skokie SD 69,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,248,19,0.07661290322580645,475,35,0.07368421052631578
1736510,38.40562,-89.990187,ILLINOIS,Smithton CCSD 130,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,110,12,0.10909090909090909,220,16,0.07272727272727272
1736570,41.631881,-88.690889,ILLINOIS,Somonauk CUSD 432,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,79,4,0.05063291139240506,483,36,0.07453416149068323
1736600,42.485973,-89.042526,ILLINOIS,County of Winnebago SD 320,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.22138108391112046,51,2,0.0392156862745098,278,22,0.07913669064748201
1736610,40.227569,-90.9515,ILLINOIS,Southeastern CUSD 337,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,23,0,0.0,77,7,0.09090909090909091
1736640,39.588124,-89.412328,ILLINOIS,South Fork SD 14,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.13454651016031324,34,3,0.08823529411764706,119,6,0.05042016806722689
1736720,41.58664,-87.596309,ILLINOIS,South Holland SD 150,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.08107604290208649,226,19,0.084070796460177,437,38,0.08695652173913043
1736750,41.600521,-87.604004,ILLINOIS,South Holland SD 151,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,239,20,0.08368200836820083,444,38,0.08558558558558559
1736780,40.494,-89.6533,ILLINOIS,South Pekin SD 137,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.14651258842846823,64,6,0.09375,160,13,0.08125
5101690,36.62245,-81.148204,VIRGINIA,Grayson County Public Schools,Regular public school district that is not a component of a supervisory union,4,1,1,0.2,0.2102293612714348,14,3,0.21428571428571427,58,11,0.1896551724137931
1736840,41.207897,-88.329209,ILLINOIS,South Wilmington CCSD 74,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,77,3,0.03896103896103896,407,28,0.0687960687960688
1736900,38.134997,-89.705372,ILLINOIS,Sparta CUSD 140,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,46,1,0.021739130434782608,237,18,0.0759493670886076
1736920,39.931404,-91.393125,ILLINOIS,Spec Educ Assoc of Adams County,Specialized public school district,0,0,0,0.0,0.0,17,3,0.17647058823529413,67,9,0.13432835820895522
1736960,40.702725,-90.156189,ILLINOIS,Spoon River Valley CUSD 4,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,48,6,0.125,149,14,0.09395973154362416
1737020,40.5144,-89.7836,ILLINOIS,Spring Lake CCSD 606,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.29465031488199467,59,6,0.1016949152542373,146,12,0.0821917808219178
1737050,41.333353,-89.207254,ILLINOIS,Spring Valley CCSD 99,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,46,2,0.043478260869565216,229,16,0.06986899563318777
1717580,38.2584,-88.0058,ILLINOIS,Grayville CUSD 1,Regular public school district that is not a component of a supervisory union,2,1,0,0.0,0.0,18,0,0.0,104,3,0.028846153846153848
1737120,41.022358,-87.721438,ILLINOIS,St Anne CCSD 256,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.011693256709819942,35,5,0.14285714285714285,329,27,0.08206686930091185
1737140,41.020161,-87.722747,ILLINOIS,St Anne CHSD 302,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,8.768333716567795e-05,35,5,0.14285714285714285,330,27,0.08181818181818182
1737170,41.910586,-88.321244,ILLINOIS,St Charles CUSD 303,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,222,18,0.08108108108108109,522,40,0.07662835249042145
1737230,39.035713,-88.849795,ILLINOIS,St Elmo CUSD 202,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,27,1,0.037037037037037035,135,5,0.037037037037037035
1737320,41.191195,-87.776391,ILLINOIS,St George CCSD 258,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.2265998737331624,107,13,0.12149532710280374,403,31,0.07692307692307693
4210950,40.3441,-78.938111,PENNSYLVANIA,Greater Johnstown SD,Regular public school district that is not a component of a supervisory union,10,1,0,0.0,0.0,44,0,0.0,196,8,0.04081632653061224
1737380,40.108092,-88.03758,ILLINOIS,St Joseph CCSD 169,Regular public school district that is not a component of a supervisory union,0,0,2,0.4,0.10222212046352078,40,3,0.075,118,8,0.06779661016949153
1737410,40.114136,-88.042309,ILLINOIS,St Joseph Ogden CHSD 305,Regular public school district that is not a component of a supervisory union,0,0,2,0.4,0.10549419264393209,40,3,0.075,118,8,0.06779661016949153
1737440,38.360792000000004,-89.712386,ILLINOIS,St Libory Cons SD 30,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,68,4,0.058823529411764705,235,16,0.06808510638297872
1737470,38.684318,-89.554057,ILLINOIS,St Rose SD 14-15,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,66,4,0.06060606060606061,225,15,0.06666666666666667
1737490,41.065267,-89.776325,ILLINOIS,Stark County CUSD 100,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.1757730190637663,54,5,0.09259259259259259,183,15,0.08196721311475409
1737590,39.019172,-89.795014,ILLINOIS,Staunton CUSD 6,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,43,5,0.11627906976744186,208,16,0.07692307692307693
1737650,38.00292,-89.659346,ILLINOIS,Steeleville CUSD 138,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,29,1,0.034482758620689655,231,18,0.07792207792207792
4216290,41.203244,-75.991416,PENNSYLVANIA,Greater Nanticoke Area SD,Regular public school district that is not a component of a supervisory union,15,1,1,0.2,0.1833893311379685,43,6,0.13953488372093023,198,9,0.045454545454545456
1737800,41.846982,-89.023261,ILLINOIS,Steward ESD 220,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,44,2,0.045454545454545456,355,21,0.059154929577464786
5505880,43.850224,-88.959415,WISCONSIN,Green Lake School District,Regular public school district that is not a component of a supervisory union,1,1,0,0.0,0.0,21,1,0.047619047619047616,135,8,0.05925925925925926
1737860,41.8012,-87.7571,ILLINOIS,Central Stickney SD 110,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,296,26,0.08783783783783784,467,37,0.07922912205567452
1737980,42.356289,-90.01266,ILLINOIS,Stockton CUSD 206,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,29,2,0.06896551724137931,136,13,0.09558823529411764
1738070,41.06073,-88.817875,ILLINOIS,Woodland CUSD 5,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,59,0,0.0,232,16,0.06896551724137931
1738100,41.12671,-88.836745,ILLINOIS,Streator Twp HSD 40,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,61,0,0.0,250,17,0.068
1738130,39.606411,-88.608109,ILLINOIS,Sullivan CUSD 300,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,30,2,0.06666666666666667,122,7,0.05737704918032787
1738190,38.327655,-88.866224,ILLINOIS,Summersville SD 79,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,58,1,0.017241379310344827,160,6,0.0375
1738220,41.525856,-87.817577,ILLINOIS,Summit Hill SD 161,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,245,21,0.08571428571428572,456,37,0.08114035087719298
1738370,41.546,-87.5401,ILLINOIS,Sunnybrook SD 171,Regular public school district that is not a component of a supervisory union,0,0,3,0.6,0.5718649213679058,200,19,0.095,429,36,0.08391608391608392
1738400,42.106077,-87.788234,ILLINOIS,Sunset Ridge SD 29,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,238,19,0.07983193277310924,472,35,0.07415254237288135
1738460,41.990329,-88.687542,ILLINOIS,Sycamore CUSD 427,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,69,6,0.08695652173913043,490,31,0.06326530612244897
1738490,40.359009,-90.418703,ILLINOIS,V I T CUSD 2,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,18,0,0.0,134,11,0.08208955223880597
1738520,41.581,-88.0586,ILLINOIS,Taft SD 90,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,258,21,0.08139534883720931,493,37,0.07505070993914807
1738550,38.138439,-89.231856,ILLINOIS,Tamaroa School Dist 5,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.17667005234816124,63,2,0.031746031746031744,192,11,0.057291666666666664
1738700,39.561715,-89.302132,ILLINOIS,Taylorville CUSD 3,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.15465098040938535,34,3,0.08823529411764706,114,5,0.043859649122807015
1738760,39.129049,-88.48652,ILLINOIS,Teutopolis CUSD 50,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.12220842108879515,21,1,0.047619047619047616,119,3,0.025210084033613446
1738790,40.2407,-88.1866,ILLINOIS,Thomasboro CCSD 130,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.1495192441629447,39,2,0.05128205128205128,125,8,0.064
1738910,41.570378,-87.615106,ILLINOIS,Thornton SD 154,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,226,20,0.08849557522123894,439,37,0.08428246013667426
1738940,41.556838,-87.558324,ILLINOIS,Thornton Fractional Twp HSD 215,Regular public school district that is not a component of a supervisory union,0,0,2,0.4,0.47535207784231076,212,19,0.08962264150943396,432,36,0.08333333333333333
1738970,41.585452,-87.605957,ILLINOIS,Thornton Twp HSD 205,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,230,20,0.08695652173913043,440,38,0.08636363636363636
1739030,41.580179,-87.780512,ILLINOIS,CCSD 146,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,258,22,0.08527131782945736,457,38,0.08315098468271334
1739090,39.257258,-88.19359,ILLINOIS,Cumberland CUSD 77,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,23,1,0.043478260869565216,109,4,0.03669724770642202
1739120,39.988986,-88.254124,ILLINOIS,Tolono CUSD 7,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.18502129536762887,33,2,0.06060606060606061,120,8,0.06666666666666667
1739180,41.218597,-89.060959,ILLINOIS,Tonica CCSD 79,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,50,0,0.0,234,17,0.07264957264957266
3905001,40.95085,-81.470213,OHIO,Green Local,Regular public school district that is not a component of a supervisory union,5,1,0,0.0,0.0,115,1,0.008695652173913044,404,9,0.022277227722772276
1739420,38.569249,-89.692985,ILLINOIS,Wesclin CUSD 3,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,94,7,0.07446808510638298,224,15,0.06696428571428571
1739450,39.849251,-89.41346,ILLINOIS,Tri City CUSD 1,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,41,3,0.07317073170731707,141,12,0.0851063829787234
1739460,40.450014,-88.990465,ILLINOIS,Tri-County Spec Educ Assoc,Specialized public school district,0,0,1,0.2,0.1365351943259142,39,3,0.07692307692307693,174,11,0.06321839080459771
1739480,40.936194,-88.233079,ILLINOIS,Tri Point CUSD 6-J,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.23174845686626075,38,2,0.05263157894736842,298,26,0.087248322147651
2913290,38.621227,-93.413004,MISSOURI,GREEN RIDGE R-VIII,Regular public school district that is not a component of a supervisory union,2,1,1,0.2,0.182745710992856,23,4,0.17391304347826086,100,6,0.06
1739600,39.795926,-88.271842,ILLINOIS,Tuscola CUSD 301,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,29,1,0.034482758620689655,121,7,0.05785123966942149
1739630,37.270454,-89.098393,ILLINOIS,Century CUSD 100,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,30,4,0.13333333333333333,109,11,0.10091743119266056
1739660,41.4972,-88.0239,ILLINOIS,Union SD 81,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,237,20,0.08438818565400844,474,37,0.07805907172995781
1739780,41.965,-87.7984,ILLINOIS,Union Ridge SD 86,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,272,22,0.08088235294117647,481,35,0.07276507276507277
616050,35.303458,-119.020494,CALIFORNIA,Greenfield Union,Regular public school district that is not a component of a supervisory union,1,1,2,0.4,0.36739505398639627,37,11,0.2972972972972973,84,20,0.23809523809523808
1739930,37.6711,-89.2282,ILLINOIS,Unity Point CCSD 140,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,52,4,0.07692307692307693,140,10,0.07142857142857142
4502310,34.844079,-82.395993,SOUTH CAROLINA,Greenville 01,Regular public school district that is not a component of a supervisory union,1,1,0,0.0,0.0,17,1,0.058823529411764705,66,10,0.15151515151515152
2801680,33.78239,-89.803581,MISSISSIPPI,GRENADA SCHOOL DIST,Regular public school district that is not a component of a supervisory union,2,1,0,0.0,0.0,8,1,0.125,32,3,0.09375
1740080,38.31045,-90.27819,ILLINOIS,Valmeyer CUSD 3,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,102,11,0.10784313725490197,189,18,0.09523809523809523
1740140,38.97296,-89.100886,ILLINOIS,Vandalia CUSD 203,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,27,0,0.0,174,8,0.04597701149425287
1740200,38.700909,-90.16963,ILLINOIS,Venice CUSD 3,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.1618719186447689,111,13,0.11711711711711711,197,16,0.08121827411167512
1740220,40.101565,-87.661336,ILLINOIS,Vermilion Assoc for Spec Educ,Specialized public school district,0,0,1,0.2,0.1639088504898991,33,4,0.12121212121212122,109,8,0.07339449541284404
1740260,37.417522,-88.894686,ILLINOIS,Vienna SD 55,Regular public school district that is not a component of a supervisory union,0,0,2,0.4,0.9265100736565169,37,4,0.10810810810810811,114,12,0.10526315789473684
4106000,45.507537,-122.436709,OREGON,Gresham-Barlow SD 10J,Regular public school district that is not a component of a supervisory union,22,1,2,0.4,0.6913562195936517,43,13,0.3023255813953488,92,21,0.22826086956521738
1740320,39.868569,-88.161597,ILLINOIS,Villa Grove CUSD 302,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,38,3,0.07894736842105263,112,7,0.0625
1740350,41.897281,-87.985418,ILLINOIS,SD 45 DuPage County,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,289,25,0.08650519031141868,498,37,0.07429718875502007
1740410,39.946547,-90.218077,ILLINOIS,Virginia CUSD 64,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,5.4044006684656294e-05,23,2,0.08695652173913043,122,7,0.05737704918032787
1740440,41.87936,-88.206021,ILLINOIS,CHSD 94,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,264,22,0.08333333333333333,517,39,0.07543520309477757
1740470,38.41987,-87.770051,ILLINOIS,Wabash CUSD 348,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.14600645304149887,15,1,0.06666666666666667,85,4,0.047058823529411764
1740480,37.974146,-88.329536,ILLINOIS,Wabash & Ohio Valley Sp Ed Dist,Specialized public school district,0,0,1,0.2,5.138348321235985e-05,20,2,0.1,125,8,0.064
1740500,41.830644,-88.067668,ILLINOIS,CCSD 89,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,288,24,0.08333333333333333,498,38,0.07630522088353414
1740530,41.412385,-88.88034,ILLINOIS,Wallace CCSD 195,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,59,0,0.0,315,18,0.05714285714285714
1740620,41.354147,-89.008807,ILLINOIS,Waltham CCSD 185,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,59,1,0.01694915254237288,259,14,0.05405405405405406
1740650,38.213,-89.0504,ILLINOIS,Waltonville CUSD 1,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,61,2,0.03278688524590164,174,8,0.04597701149425287
1740680,38.5119,-89.1464,ILLINOIS,North Wamac SD 186,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,53,0,0.0,214,13,0.06074766355140187
1740740,42.494045,-89.990605,ILLINOIS,Warren CUSD 205,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,31,1,0.03225806451612903,134,12,0.08955223880597014
1740800,42.3592,-87.9809,ILLINOIS,Warren Twp HSD 121,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,174,13,0.07471264367816093,485,36,0.07422680412371134
1740830,39.933705,-89.069463,ILLINOIS,Warrensburg-Latham CUSD 11,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.18239531827849348,33,1,0.030303030303030304,155,14,0.09032258064516129
1740890,40.3548,-91.4287,ILLINOIS,Warsaw CUSD 316,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.10587507619166553,19,3,0.15789473684210525,67,8,0.11940298507462686
1740920,40.919563,-89.280932,ILLINOIS,Lowpoint-Washburn CUSD 21,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,70,5,0.07142857142857142,183,12,0.06557377049180328
1740980,40.704362,-89.418477,ILLINOIS,Washington CHSD 308,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.4130614722544155,64,7,0.109375,170,11,0.06470588235294118
1741010,40.687505,-89.487666,ILLINOIS,District 50 Schools,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.11758189967490972,67,7,0.1044776119402985,168,12,0.07142857142857142
600051,39.362823,-121.692344,CALIFORNIA,Gridley Unified,Regular public school district that is not a component of a supervisory union,5,1,3,0.6,0.5366474582432503,62,16,0.25806451612903225,196,40,0.20408163265306123
1741070,38.339122,-90.147609,ILLINOIS,Waterloo CUSD 5,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,103,11,0.10679611650485436,200,17,0.085
616230,32.781411,-116.986902,CALIFORNIA,Grossmont Union High,Regular public school district that is not a component of a supervisory union,30,1,1,0.2,0.1273524812336321,139,13,0.09352517985611511,174,19,0.10919540229885058
1741250,42.37687,-87.829594,ILLINOIS,Waukegan CUSD 60,Regular public school district that is not a component of a supervisory union,0,0,1,0.2,0.14307494714287092,153,12,0.0784313725490196,472,35,0.07415254237288135
1741280,39.592432,-89.960291,ILLINOIS,Waverly CUSD 6,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,33,3,0.09090909090909091,115,9,0.0782608695652174
1741360,38.345275,-88.583323,ILLINOIS,Wayne City CUSD 100,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,48,0,0.0,141,5,0.03546099290780142
1741520,41.620411,-87.544818,ILLINOIS,Calumet City SD 155,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,228,20,0.08771929824561403,437,38,0.08695652173913043
1741550,41.87072,-88.20058,ILLINOIS,West Chicago ESD 33,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,270,22,0.08148148148148149,517,39,0.07543520309477757
1741580,37.905723,-88.908543,ILLINOIS,Frankfort CUSD 168,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,55,4,0.07272727272727272,147,9,0.061224489795918366
1741600,40.1572,-89.4049,ILLINOIS,West Lincoln-Broadwell ESD 92,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,37,3,0.08108108108108109,155,11,0.07096774193548387
1741690,41.744483,-88.224168,ILLINOIS,Indian Prairie CUSD 204,Regular public school district that is not a component of a supervisory union,0,0,2,0.4,0.43602516130748004,235,18,0.07659574468085106,517,39,0.07543520309477757
1741700,42.116323,-87.85751,ILLINOIS,West Northfield SD 31,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,237,19,0.08016877637130802,472,35,0.07415254237288135
1741750,38.426893,-89.54783,ILLINOIS,West Washington Co CUD 10,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,66,2,0.030303030303030304,232,15,0.06465517241379311
1741790,41.856062,-87.87266,ILLINOIS,Westchester SD 92-5,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,303,27,0.0891089108910891,489,37,0.07566462167689161
1741820,41.81299,-87.898424,ILLINOIS,Western Springs SD 101,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,302,27,0.08940397350993377,487,37,0.07597535934291581
1741980,41.79213,-87.977604,ILLINOIS,CUSD 201,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,298,27,0.09060402684563758,492,37,0.07520325203252033
4013530,36.592862,-94.772163,OKLAHOMA,GROVE,Regular public school district that is not a component of a supervisory union,13,1,0,0.0,0.0,35,1,0.02857142857142857,130,5,0.038461538461538464
1742180,41.857389,-88.107449,ILLINOIS,CUSD 200,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,279,24,0.08602150537634409,503,38,0.07554671968190854
1742210,42.137746,-87.941922,ILLINOIS,Wheeling CCSD 21,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,243,19,0.07818930041152264,492,38,0.07723577235772358
1742240,39.437452,-90.400692,ILLINOIS,North Greene CUSD 3,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,22,0,0.0,148,17,0.11486486486486487
1742300,38.540688,-89.940278,ILLINOIS,Whiteside SD 115,Regular public school district that is not a component of a supervisory union,0,0,0,0.0,0.0,115,13,0.11304347826086956,218,16,0.07339449541284404
