Variable,Winner_Mean,Loser_Mean,Diff,T-stat,P-value
enrollment,7185.724719101124,8117.903757415953,-932.1790383148291,-0.5865445828780491,0.5577826480732269
median_income,55959.01474926254,67270.69986357435,-11311.685114311811,-10.693951891681397,2.7187644842214663e-25
poverty_rate,0.15894117647058822,0.13412610770279482,0.024815068767793408,5.488622872433797,6.496828154818122e-08
pct_white,0.778879411764706,0.7788241308793457,5.528088536033149e-05,0.004184241966905039,0.9966632650544175
pm25,7.402402663070381,7.562714464066576,-0.1603118009961948,-1.644817515934315,0.10062740587625563
priority_r1,0.9561643835616438,0.5768725361366623,0.37929184742498145,22.846052395202726,1.1237921150025536e-98
is_pre_r1_adopter,0.030136986301369864,0.08147174770039421,-0.05133476139902435,-4.511051131133287,7.3368750365854206e-06
w6_priority_r1,0.6339198435972629,0.48170870256759823,0.1522111410296647,8.32446995599461,6.257468781226818e-16
