k,beta_true,pval_exact,null_mean,null_sd,null_ci_low,null_ci_high,n_perms,n
6,0.06688783933491292,0.000999000999000999,0.0002319842646165353,0.012199476484800333,-0.023495264463718076,0.023824507727299327,1000,13572
10,0.06342597963863475,0.000999000999000999,0.00019492661272274426,0.016303953150669452,-0.030633925813538642,0.03354053411649808,1000,13572
