ncessch,precip_mm,tmin_c,is_charter
4031590,56.1089,-1.7878,0
4033601,64.3129,-0.7479,0
4012000,19.92,-5.796,0
4033180,20.7039,-5.5292,0
4032040,20.8319,-5.2700996,0
4020280,20.576,-5.2549996,0
4027240,21.135899,-4.6679,0
4003240,18.753,-5.2444997,0
4021030,21.2029,-5.3287997,0
4019980,55.4819,-1.5137999,0
4008310,56.701897,-1.4764,0
4012300,82.5,-0.70019996,0
4015210,76.568,-0.4527,0
4030197,53.0739,-2.8738,0
4013290,23.1509,-3.3421,0
4018270,24.8379,-3.151,0
4028710,72.2109,-2.9134,0
4005490,45.1809,-2.9449,0
4031860,67.6589,-3.0964,0
4032400,66.9598,-2.8961,0
4005460,41.7039,-3.4064,0
4012720,43.777,-3.0339,0
4003300,41.2409,-2.4199,0
4003930,68.9189,-0.82989997,0
4008220,57.442898,-0.4447,0
4006150,61.5029,-1.1635,0
4002370,64.356895,-0.44039997,0
4010350,62.060898,-0.5245,0
4010170,24.2069,-4.2321,0
4022950,25.6339,-3.8337,0
4020460,52.7109,-2.1533,0
4029100,60.1219,-1.8743999,0
4002670,35.8059,-2.8711,0
4023550,44.1909,-2.2783,0
4017850,38.1619,-2.6647,0
4019380,39.5359,-2.4199,0
4028980,45.060898,-2.2216,0
4006240,25.8459,-3.4103,0
4022590,27.6479,-3.3869998,0
4010650,26.3659,-3.0992,0
4033480,29.774,-2.6304,0
4007170,34.4589,-2.2718,0
4007560,32.763,-2.9909,0
4021600,33.3199,-2.9301999,0
4021930,40.9169,-4.4031,0
4013920,67.012,-1.9763999,0
4017280,75.9589,-2.3357,0
4010290,37.0389,-2.2509,0
4010860,39.4979,-2.2623,0
4018990,51.1289,-0.86789995,0
4032940,43.8349,-1.3999,0
4029850,50.7159,-0.17809999,0
4024930,39.8899,-2.6104999,0
4023800,33.4459,-3.6381998,0
4002550,34.9259,-3.0002,0
4013890,34.4939,-2.6317,0
4029070,35.5219,-2.6973999,0
4025590,71.675896,-2.2058,0
4008490,47.8449,-4.2111,0
4013560,31.107899,-3.8114,0
4009000,28.232899,-3.1682,0
4010590,30.704899,-2.7696,0
4006810,29.291899,-3.2898,0
4000020,29.086899,-4.5913,0
4031770,25.4639,-3.5295,0
4007140,70.689896,-2.3759,0
4026310,74.9179,-2.1719,0
4031140,68.2849,-2.5822,0
4012900,62.783897,-2.4591,0
4012390,71.2038,-2.2849998,0
4026790,70.5279,-2.4143999,0
4026940,46.3009,-2.4333,0
4032460,45.61,-2.7704,0
4014790,48.1688,-2.3488998,0
4006930,70.248,-2.763,0
4029010,66.1819,-1.8535,0
4006420,60.722897,-1.3808,0
4025200,52.7529,-3.9368,0
4026730,58.4889,-3.3063998,0
4002460,52.1688,-3.932,0
4003060,75.0169,-1.3191,0
4027330,23.5499,-3.2953,0
4004020,42.0109,-3.0835,0
4100003,572.8629,0.7795,0
4100014,36.3969,-6.1640997,0
4100015,156.1949,1.9544,0
4100016,236.4829,0.6662,0
4100019,151.8479,1.5733,0
4100020,204.9279,0.9479,0
4100021,49.2799,-2.5513,0
4100023,150.2369,1.7263,0
4100047,31.6789,-2.1782,1
4100048,98.4649,-1.7840999,0
4100640,254.49289,3.0953999,0
4101230,177.8339,1.8553,0
4101350,41.4939,-6.1092,1
4101470,37.8009,-1.9892999,1
4101500,27.392,-5.9849,0
4101590,40.957,-4.2753,0
4101620,353.66788,2.24,0
4101660,87.2089,-3.4694998,0
4101710,39.2049,-7.5944996,0
4101740,56.77,-7.4128,1
4101800,256.0669,4.1121,0
4101830,194.6809,1.3450999,0
4101920,148.84889,2.0678,0
4101980,70.2799,-5.986,0
4102040,161.71089,1.5748,0
4102160,226.8669,1.0685999,1
4102190,91.3639,-4.7019,0
4102310,453.38287,3.8158,0
4102490,40.228,-8.5367,0
4102610,200.274,1.156,1
4102640,155.537,2.1053,0
4102780,165.44589,1.6406,0
4102800,180.9019,1.8391,0
4102840,160.552,1.6065999,0
4102910,150.24289,1.6222999,0
4103260,212.0649,1.3751,0
4103265,219.8669,1.1304,0
4103270,290.2609,-0.638,0
4103330,40.9959,-3.6941998,0
4103390,259.69,3.4064999,0
4103420,523.0939,-2.1245,1
4103420,523.0939,-2.1245,1
4103480,162.4489,1.7235999,0
4103660,300.069,3.399,0
4103690,159.32089,1.4599,0
4103780,243.61589,2.1483,0
4103840,45.0499,-3.2322,0
4103860,335.074,0.7525,0
4103940,168.15889,2.0061998,0
4103990,168.8999,1.9566,0
4104020,43.604,-3.7751,0
4104350,198.22389,2.6404998,0
4104410,50.138897,-2.3711998,0
4104530,32.1199,-2.0692,0
4104590,91.9649,-5.2816997,0
4104620,202.1799,2.524,1
4104700,233.93289,-0.6942,0
4104740,154.27989,1.5669,0
4104740,154.27989,1.5669,0
4104950,249.89589,1.0340999,0
4105160,253.6039,0.3877,0
4105250,40.868,-4.0829,1
4105430,221.4679,0.805,0
4105610,154.194,2.3471,0
4105760,502.65988,4.5945997,0
4105910,134.4769,1.1876,0
4106000,190.59889,1.8306999,0
4106000,190.59889,1.8306999,0
4106270,51.0529,-2.0579,0
4106300,29.9779,-1.7975999,0
4106510,222.8219,-2.3062,0
4106510,222.8219,-2.3062,0
4106600,43.3989,-6.1011996,1
4106710,160.13089,1.7407,0
4106740,37.2179,-3.0095,0
4106750,382.9459,0.1162,0
4106780,56.7329,-8.9931,0
4106820,37.207,-7.3648,0
4106900,219.7159,0.43269998,0
4107020,82.8239,-6.6682,0
4107020,82.8239,-6.6682,0
4107080,58.25,-6.1517997,0
4107200,80.6679,-4.9955,0
4107230,162.899,2.289,0
4107280,47.3499,-5.9021,0
4107380,162.7039,1.3853999,0
4107500,310.4519,2.7595,0
4107530,67.0569,-4.8908,0
4107590,224.73889,0.4992,0
4107710,346.0719,3.202,0
4107980,394.69788,-0.4472,1
4108010,224.2999,1.3985,0
4108010,224.2999,1.3985,0
4108100,276.85,-0.2259,0
4108160,68.2989,-2.4082,0
4108280,61.1329,-4.7448,0
4108310,171.14389,1.5418999,0
4108460,34.8339,-3.5131998,0
4108520,34.5719,-3.4757,0
4108550,161.90779,1.9785,0
4108650,633.8899,0.94479996,0
4108650,633.8899,0.94479996,0
4108700,501.1319,1.2768999,0
4108720,164.2569,2.0952,0
4108820,293.8429,3.2345998,0
4108830,164.22589,2.0525,0
4108830,164.22589,2.0525,0
4108880,158.179,2.1071,0
4108940,51.138,-6.5383,1
4109120,168.36989,1.7917,0
4109150,190.2619,-0.6958,0
4109270,32.4128,-5.4291,0
4100040,278.4729,2.0994,0
4101020,32.7129,-4.2213,0
4106120,31.5819,-6.4449,1
4109000,36.833,-4.8125,0
4101120,160.0148,1.7143999,0
4101200,255.0609,1.7811999,1
4108430,194.2619,1.3040999,0
4101560,85.508896,-1.8837999,0
4102580,124.8519,-2.2014,1
4104500,119.940895,-0.1665,0
4102940,101.3899,-0.177,0
4108040,94.0179,-1.031,0
4103540,125.786896,-7.5555,1
4106630,57.942898,-4.0720997,1
4103720,49.9619,-4.9614,0
4103960,166.7849,0.5597,1
4105640,144.8999,0.4842,1
4105670,173.0759,0.0023,0
4105080,43.9699,-6.4143996,0
4106870,40.0979,-5.1895,0
4105100,301.9799,3.4847999,0
4106930,170.6729,1.6029999,0
4107740,217.9919,0.3958,0
4109330,171.94589,2.1073,0
4109430,29.295,-5.3568,1
4109480,157.149,2.3408,0
4109510,62.018898,-2.8371,0
4109530,188.569,1.6678,0
4109600,258.2309,1.2817,0
4109630,91.93,-0.37989998,0
4109660,54.185898,-3.4828,0
4109720,94.458,-7.1752996,1
4109750,82.624,-3.9975998,0
4109870,154.2549,1.4843999,0
4110020,521.6759,3.7508998,0
4110040,160.44,2.4126,0
4110080,297.8829,2.4220998,0
4110110,107.8069,-6.9533997,0
4110200,183.5289,-1.6898999,1
4110410,329.1788,3.1704,1
4110520,153.7469,2.2946,0
4110530,168.86789,0.73649997,0
4110560,160.1499,1.9533,0
4110680,133.0849,-0.1545,0
4110710,168.4229,2.1283998,0
4110820,149.091,1.9362999,0
4110890,282.9209,-0.7048,0
4110980,182.25279,1.1582999,0
4111040,199.0289,0.78849995,0
4111100,427.6009,2.1045,0
4111220,205.457,1.7206,0
4111250,42.5699,-3.3134,0
4111290,167.75589,2.0448,0
4111400,19.715,-6.6261,0
4111450,198.442,0.7604,0
4111490,63.430897,-4.9161,0
4111580,174.4429,0.8537,0
4111610,132.9029,1.2107999,0
4111640,39.5999,-3.1518,0
4111670,180.5049,0.8113,0
4111720,196.3629,1.1057,0
4111760,162.75389,1.967,0
4111790,31.330898,-1.9196,0
4111940,171.5159,0.9526,0
4111970,298.445,0.312,0
4112240,155.4409,1.9698999,0
4112320,460.6499,0.9316,0
4112600,28.0129,-1.7804999,0
4112690,115.787895,-6.5214,0
4112930,205.2929,-0.26749998,0
4112990,59.9179,-5.9217997,0
4113080,446.6579,1.0957999,0
4113170,177.66089,1.8567,0
4113350,287.9199,0.6584,0
4113490,169.0829,1.9275999,0
4113530,157.97989,2.0298998,0
4113650,162.011,1.7878,0
4110350,35.1089,-4.1872,0
4600002,17.0828,-16.1723,0
4600003,19.1749,-16.136099,0
4600025,14.2139,-14.038,0
4600028,16.5979,-13.652699,0
4600036,17.805899,-16.129,0
4600041,14.453,-16.7819,0
4600042,13.3849,-13.994499,0
4600045,13.835,-16.4286,0
4600046,13.170899,-15.5976,0
4600052,14.967899,-14.1145,0
4600053,17.0709,-16.2567,0
4601026,13.104899,-13.8603,0
4601027,13.8779,-14.7978,0
4601028,10.2578,-15.2006,0
4602070,13.0178995,-16.678099,0
4602640,13.1409,-13.512,0
4603720,15.486,-15.221399,0
4603780,13.6609,-12.2157,0
4603932,13.104899,-13.818999,0
4604270,13.7829,-11.255099,0
4604680,14.5829,-14.276,0
4605610,8.0279,-12.081699,0
4606240,9.9759,-10.595099,0
4606360,13.453,-13.2395,0
4606960,16.5828,-16.1835,0
4607050,9.894,-13.7367,0
4607400,14.179899,-12.2472,0
4607670,10.7779,-11.7676,0
4607800,12.3119,-15.4253,0
4607950,16.8099,-13.908299,0
4608520,12.0989,-15.423699,0
4609300,8.085,-13.754499,0
4609512,12.144899,-11.554999,0
4610320,13.2269,-14.052099,0
4610560,15.002899,-13.6686,0
4611280,14.085899,-16.1381,0
4611760,13.0069,-13.1581,0
4612000,12.9219,-12.8954,0
4612300,13.6289,-14.523999,0
4612940,14.764899,-16.0741,0
4614100,14.243899,-14.8666,0
4614130,12.0609,-11.1743,0
4616950,9.125,-9.4566,0
4617850,14.4909,-14.8585,0
4618120,14.6479,-14.421599,0
4619170,13.1038,-16.0832,0
4619410,8.427899,-10.5233,0
4619450,10.486899,-12.7444,0
4619580,12.8319,-11.4481,0
4620100,9.1968,-13.221,0
4620850,9.21,-10.8494,0
4621300,11.9519,-10.1353,0
4621340,15.46,-12.6356,0
4621390,15.073899,-15.169499,0
4621400,12.554899,-16.819,0
4621420,12.3379,-13.4109,0
4622410,15.045899,-15.7563,0
4622500,13.0689,-13.007199,0
4622560,9.8249,-16.2054,0
4622940,11.3598995,-12.8793,0
4624030,12.5419,-14.992499,0
4624390,14.1199,-15.1061,0
4624540,16.767,-16.305899,0
4624850,10.0659,-12.7339,0
4625500,13.5759,-13.5138,0
4626370,16.0439,-14.3287,0
4626490,14.156899,-12.661799,0
4626970,9.010799,-14.493,0
4629880,12.2729,-11.5633,0
4630490,10.3039,-11.631,0
4630800,13.9588995,-15.9277,0
4631350,15.863899,-14.018499,0
4631710,14.354,-14.398999,0
4632340,15.172899,-16.1406,0
4632430,9.5879,-15.913699,0
4633360,17.2108,-11.100699,0
4634440,13.4759,-15.8406,0
4634480,9.0,-10.0067,0
4634600,9.1689,-14.594199,0
4635480,13.4519,-14.521299,0
4636060,10.307899,-16.2581,0
4636150,13.9359,-14.533,0
4636990,15.807899,-12.439099,0
4638220,12.019899,-13.1876,0
4639540,13.106899,-11.9148,0
4639600,13.1459,-14.7315,0
4639990,14.5248995,-15.0063,0
4640860,15.408899,-16.4179,0
4641300,35.7459,-10.597099,0
4641520,7.9879,-13.8022995,0
4641550,14.6889,-13.801399,0
4641640,13.2259,-16.1203,0
4644770,12.222,-12.618,0
4644940,13.4829,-14.3898,0
4645450,13.4258995,-13.6641,0
4646260,9.750899,-14.6816,0
4646380,10.4359,-14.941999,0
4647100,13.960899,-12.752399,0
4647942,11.939899,-14.4005995,0
4648390,14.8729,-13.228,0
4648780,12.5939,-14.023999,0
4649650,13.3959,-13.125899,0
4650670,8.3169,-10.9853,0
4650850,9.6139,-11.873,0
4651750,13.6719,-16.6329,0
4652770,10.4229,-10.410999,0
4654270,13.8629,-13.514199,0
4654300,13.4149,-12.9443,0
4655260,10.7919,-13.2922,0
4655710,12.578899,-13.168699,0
4659820,8.618,-10.017799,0
4660450,11.986899,-16.0748,0
4663360,18.8309,-16.6784,0
4664140,13.613899,-14.743,0
4665180,13.8668995,-12.498199,0
4665460,11.3109,-10.6272,0
4666270,16.152,-13.936199,0
4666300,13.679899,-15.3385,0
4666930,21.149,-9.3021,0
4669930,9.2399,-12.4621,0
4670140,16.6408,-16.502699,0
4671880,11.031,-14.077499,0
4672090,10.7529,-10.7199,0
4672450,13.698899,-11.2121,0
4672450,13.698899,-11.2121,0
4674370,14.097899,-12.5464,0
4674520,13.9239,-13.0552,0
4674520,13.9239,-13.0552,0
4675420,15.2259,-11.8001995,0
4675600,8.104899,-15.1263,0
4675660,9.557,-11.3105,0
4676020,12.606899,-16.6324,0
4676620,17.7398,-16.2525,0
4676680,16.8279,-16.400099,0
4676740,17.5229,-16.3755,0
4676990,18.1779,-16.2432,0
4677460,13.8459,-13.8558,0
4678300,16.447899,-16.1239,0
4678510,10.7288,-13.0513,0
4678570,11.5369,-11.1978,0
4679350,14.0499,-15.901899,0
4679710,13.0439,-11.1304,0
4680100,13.5499,-14.9474,0
4680190,13.2739,-13.9309,0
4680430,14.2189,-12.1784,0
4680437,11.4629,-11.5317,0
4680438,13.972,-12.2199,0
4680439,14.000899,-12.301399,0
4680440,11.2799,-14.3743,0
4680441,9.3789,-15.1717,0
4680445,12.592,-12.3761,0
4832280,137.2079,5.7528996,0
4828230,17.3149,-3.1927,0
4836390,18.8699,-3.0212998,0
4811040,13.8249,-5.6229,0
4821300,19.0059,-0.6886,0
4845420,19.0979,-4.3083,0
4813020,61.6139,1.5496,0
4818810,61.6959,1.9304999,0
4825260,59.4069,1.5378,0
4845540,57.3499,1.2935,0
4833180,56.0239,1.1567,0
4807590,50.6919,4.3914,0
4821560,18.6429,-4.775,0
4820970,39.900898,-1.179,0
4809750,39.256,-0.8502,0
4813170,58.0809,1.8357999,0
4824060,63.442898,2.1433,0
4826490,57.1069,1.6032,0
4807780,55.409,1.0849,0
4825500,63.979,1.8713,0
4833010,76.319,-0.2827,0
4846350,74.2569,0.5464,0
4810800,70.11,0.0648,0
4838640,68.8079,-0.1871,0
4823460,72.997,-0.0381,0
4841350,106.2009,6.8036,0
4834440,110.786896,7.0062,0
4807830,103.5489,6.697,0
4816410,120.4769,6.1468,0
4823640,108.8889,7.0789,0
4825740,102.0299,5.8378,0
4839990,116.5179,6.7872996,0
4842960,100.4329,5.5376,0
4826370,45.7959,4.7005997,0
4840920,44.9619,4.6728997,0
4818150,46.9409,4.7237997,0
4842630,73.8408,3.6446998,0
4808610,36.3149,-0.8804,0
4846080,37.3649,-0.90059996,0
4810990,41.5318,-0.49319997,0
4823190,24.553799,-0.7892,0
4830660,37.6889,-0.7529,0
4812120,31.8009,-1.281,0
4809690,111.885895,1.9681,0
4842240,106.6699,2.0651,0
4814280,116.9929,7.1238,0
4807710,106.8759,6.5681996,0
4813590,115.221,6.862,0
4823910,110.2409,6.3933,0
4834320,111.454895,7.0425,0
4843530,101.773895,1.7245,0
4822560,98.301895,1.3996999,0
4834230,17.0399,-5.0541,0
4808160,15.090899,-4.8385,0
4820010,63.472897,0.741,0
4839180,55.1839,0.2933,0
4808910,60.208,0.56839997,0
4813290,61.4389,0.4632,0
4827240,16.5889,-3.9092,0
4808280,16.8908,-0.9059,0
4826580,100.013,6.1148,0
4832310,97.1139,6.3687,0
4819650,104.86,6.7762,0
4828170,22.503,-0.944,0
4813380,115.5319,3.0182998,0
4841010,15.538899,-5.4997,0
4842540,12.2348995,-6.0794,0
4835820,45.6919,1.207,0
4822230,51.4469,1.3061,0
4812810,16.392,-4.7757,0
4814430,11.0819,-0.988,0
4818900,10.6139,-1.22,0
4846680,10.571799,-0.44959998,0
4813680,93.666,1.0914,0
4810620,49.0979,0.3208,0
4810620,49.0979,0.3208,0
4841970,99.3659,6.8448997,0
4808310,107.148895,6.8543997,0
4814670,101.7119,6.7362,0
4837650,69.7529,1.4128,0
4834680,17.298899,-3.5017998,0
4815360,16.1469,-4.1665,0
4822050,16.166,-4.1331,0
4810860,15.250899,-1.086,0
4825870,25.201,-1.4011999,0
4828980,12.7799,0.48929998,0
4838610,84.0869,1.0115,0
4846200,89.8689,1.5805,0
4811820,39.0949,-1.2159,0
4811490,25.5499,-0.218,0
4818750,131.162,4.7574997,0
4815960,58.0859,5.6064,0
4819950,115.8809,6.9824996,0
4823310,114.5039,7.9175,0
4842900,51.4389,0.4007,0
4811550,36.9689,0.1525,0
4821000,46.4969,1.5575,0
4833660,14.887,-4.637,0
4811430,128.819,2.7323,0
4814790,51.6149,1.9921,0
4824210,36.7709,0.3394,0
4800001,19.76,-2.3782,0
4844890,19.253899,-3.4218998,0
4818070,29.3809,-0.2726,0
4833980,28.2489,0.24249999,0
4840440,18.0739,-2.6138,0
4810170,123.0839,3.9175,0
4815300,120.3659,3.4018998,0
4827120,118.6989,3.5895,0
4825200,78.2789,1.412,0
4828680,83.2229,1.7530999,0
4825320,78.6978,1.6796,0
4836240,75.0559,1.2013,0
4817190,33.347,0.8373,0
4823970,37.4188,0.0557,0
4820280,114.2149,9.222,0
4840290,17.687899,-4.8097997,0
4835490,18.7719,-1.3508999,0
4816350,17.26,-2.5964,0
4832490,17.819899,-2.9538,0
4845990,18.6129,-2.5844,0
4833390,17.982899,-2.5269,0
4836570,20.0439,-0.5999,0
4824730,106.4459,1.3227,0
4833840,96.623,1.6592,0
4837830,16.902,-3.4772,0
4839600,17.038,-2.6720998,0
4842090,19.253899,-2.5269,0
4825170,96.522896,5.9322996,0
4844430,92.508896,4.6703,0
4841550,22.7199,-1.0554,0
4823490,95.2109,0.9666,0
4828830,91.3829,0.63519996,0
4829460,99.9658,0.7565,0
4836750,101.077896,0.68869996,0
4811730,69.497,2.1791,0
4829190,76.5908,2.4217,0
4837110,73.0758,2.5398,0
4837410,69.6569,2.8416,0
4839150,14.8839,-4.289,0
4836630,101.3209,1.1215,0
4824450,70.1879,1.9054999,0
4830780,69.7959,1.9426999,0
4818030,68.316,-0.0797,0
4839450,66.2969,-0.036199998,0
4828500,17.718,-2.9255,0
4807410,17.2829,-3.7774,0
4808880,102.468796,0.88699996,0
4809090,100.3258,1.5130999,0
4810440,103.3348,0.91779995,0
4827540,104.5459,1.1995,0
4834800,96.8889,1.0108,0
4836210,102.300896,1.0483,0
4834290,79.984,0.3994,0
4840590,16.7929,-3.6085,0
4841850,16.072899,-3.8488998,0
4845690,16.0599,-3.9355,0
4832430,17.1239,-3.4350998,0
4812220,48.2268,2.2489998,0
4814820,73.8119,0.87579995,0
4826430,60.019897,1.2307999,0
4833090,26.5079,-2.2493,0
4819500,17.7899,-5.9526997,0
4820610,67.124,2.2202,0
4816890,83.2579,-0.14649999,0
4816110,98.538895,6.0557,0
4841100,103.7098,6.7953,0
4841220,104.841896,6.224,0
4823820,110.469894,5.9782996,0
4820250,111.1979,7.0253,0
4820130,11.8979,-0.5758,0
4816650,8.4018,-2.7263,0
4823400,32.769,-0.9587,0
4821270,39.3479,0.1489,0
4817960,35.261898,-0.3084,0
4827600,44.986,0.103,0
4837230,34.5,-0.3931,0
4810950,14.5439,-5.1047,0
4830180,19.393799,-2.8543,0
4807500,12.8109,-5.2844,0
4800002,18.993,-2.3983,0
4834380,20.3289,-2.2279,0
4817850,47.7669,4.4855,0
4824990,52.143898,4.0822,0
4836450,51.2739,4.3519,0
4840950,44.9059,4.7121997,0
4832880,51.763897,5.3599997,0
4846650,58.208897,5.4049,0
4845240,58.088898,5.5313,0
4846620,69.0189,5.3652,0
4816950,39.165,4.8118,0
4819110,13.4109,-5.0667,0
4823760,45.0919,0.1612,0
4817580,48.402,0.5708,0
4831410,46.9119,0.3407,0
4817790,40.1919,0.0381,0
4810380,41.8129,-0.081,0
4811700,41.1279,0.086799994,0
4825440,47.3429,5.446,0
4809670,131.7169,5.5095,0
4832130,40.8919,4.752,0
4833120,47.775898,4.0123,0
4838970,56.880898,4.0302,0
4838970,56.880898,4.0302,0
4844310,64.886,4.374,0
4836180,23.989,-2.822,0
4828350,82.6589,6.2058,0
4817160,14.4059,-5.6161,0
4815870,27.295898,-2.0722,0
4836510,18.2649,-0.2391,0
4822620,31.757898,-1.4681,0
4824660,21.1639,-1.9034,0
4841340,132.5849,3.7623,0
4819980,16.656,-5.3399,0
4816200,13.9189,-6.3768,0
4812460,84.9329,4.124,0
4813740,39.1189,1.6962999,0
4837080,34.6628,1.1007,0
4839030,40.7649,1.0088,0
4832010,92.0309,2.253,0
4811640,95.2019,2.5706,0
4822680,12.986,-6.1935,0
4820040,70.5979,1.8679999,0
4830600,67.7399,1.7831,0
4836660,69.179,1.9861,0
4822650,13.2209,-5.276,0
4846590,84.8269,1.1201,0
4816020,77.5559,0.8678,0
4841820,82.068,1.185,0
4831970,27.559,-1.25,0
4835740,80.202896,0.2829,0
4809030,70.983,1.8571,0
4829580,66.4508,1.9420999,0
4844730,68.2299,1.9731,0
4818540,73.592896,1.7378999,0
4834110,71.1279,1.7831,0
4819530,44.09,-0.2565,0
4843740,11.9258995,-2.2433999,0
4837260,15.3439,-4.3329,0
4835560,15.6749,-4.6903996,0
4809360,49.803898,2.9229,0
4830030,50.2589,1.3479999,0
4810830,16.5389,-6.1419,0
4832790,41.3019,-0.9296,0
4818300,12.854899,-0.2777,0
4840710,10.340899,-0.638,0
4809330,15.314899,-1.0253,0
4822710,91.480896,0.8631,0
4842120,86.566795,0.42999998,0
4816180,94.5859,1.2875999,0
4831760,91.4369,0.97209996,0
4832700,33.6329,-0.70519996,0
4817040,121.0309,3.1648998,0
4828550,121.969894,2.8343,0
4823790,116.8689,2.7459,0
4835730,40.6909,-1.1628,0
4819140,80.6589,4.993,0
4839540,72.244896,5.025,0
4819280,69.5019,4.5629,0
4838100,81.1129,4.8069,0
4826100,77.3799,4.6552997,0
4829760,72.943,4.3052,0
4807980,111.263,2.865,0
4832610,106.0439,2.5081,0
4845210,20.541899,-1.0317,0
4816980,87.4049,2.6369998,0
4830450,60.5179,5.7318,0
4833270,65.011,6.1833997,0
4833570,27.732899,0.15689999,0
4834410,42.082,5.4014,0
4835890,14.7009,-5.1124997,0
4839060,11.2869,1.4368,0
4844370,14.080899,-5.1707,0
4845840,13.7239,-5.7553997,0
4827270,103.2679,1.9864,0
4842390,9.8719,1.7322999,0
4821480,17.513,-1.4247,0
4831170,17.2449,-1.4376999,0
4808430,10.3569,-0.6283,0
4838850,10.8709,-0.7263,0
4812780,11.703,-0.6624,0
4812780,11.703,-0.6624,0
4807950,13.6999,-0.72569996,0
4817400,33.958,0.95019996,0
4812060,100.804,2.7832,0
4808730,103.373,2.4586,0
4845600,99.7399,2.5525,0
4827510,94.444,2.3209,0
4813650,100.1049,2.3731,0
4846230,97.29,1.7353,0
4810350,71.651,0.6782,0
4819080,70.6259,0.9959,0
4829850,69.2979,1.0213,0
4835850,69.833,1.1065,0
4810590,69.2569,0.928,0
4828380,70.0219,1.1603999,0
4836000,62.150898,0.6477,0
4838220,72.064896,1.2616,0
4814850,70.4769,1.3529999,0
4835100,67.383896,1.5278,0
4811190,102.2699,7.4082,0
4816290,108.4609,6.8401,0
4808090,115.818,6.8385,0
4816260,98.069,6.4824996,0
4814400,62.706898,1.6610999,0
4830300,61.6819,1.2861999,0
4843760,62.3859,1.9454,0
4813960,66.522896,2.1624,0
4831380,62.7409,1.1130999,0
4835700,59.34,4.2044997,0
4812870,104.675896,1.8212999,0
4824590,106.2289,2.7783,0
4818330,33.3619,-1.4538,0
4845780,33.4239,-1.0476,0
4815540,16.4069,-0.8603,0
4831470,14.382899,-4.4396996,0
4845570,14.7239,-4.2209997,0
4818480,115.2429,2.1808999,0
4822170,104.9899,2.0270998,0
4829160,106.6409,2.1584,0
4832460,101.2819,1.7372999,0
4811990,88.7439,2.8443,0
4815330,78.761,2.1799998,0
4830420,77.2038,2.4407,0
4842300,84.0899,2.6455998,0
4835550,39.694,4.7465,0
4826310,48.7908,4.4783,0
4822320,132.64189,5.7771,0
4822410,125.134895,5.303,0
4824960,38.0879,4.9453,0
4835190,40.3929,5.1605997,0
4834770,47.0419,5.9203,0
4807890,68.411896,1.1032,0
4808340,66.3909,0.5733,0
4821960,61.678898,0.2329,0
4827210,70.9538,0.3084,0
4830120,67.1949,0.8089,0
4843890,65.108,0.334,0
4845670,67.484,0.15169999,0
4846530,69.137,1.3421,0
4819440,17.781,-3.7257,0
4827890,17.7398,-4.0362,0
4843400,21.3079,-2.5024998,0
4811250,82.5629,3.1459,0
4829130,75.9658,3.1812,0
4845330,71.8369,2.753,0
4828200,68.208,2.2674,0
4813920,71.5609,2.9090998,0
4800009,61.3639,3.5900998,0
4831200,42.3759,-0.398,0
4823430,38.9879,4.0889,0
4830060,42.768898,4.4021,0
4811400,18.652899,-4.5959997,0
4827090,19.4539,-4.7634,0
4834170,19.069,-4.7125,0
4845450,17.6859,-4.7676,0
4810710,55.4279,2.1064,0
4814730,56.900898,2.8876998,0
4832370,56.1349,3.9097,0
4818120,84.6569,1.3154,0
4829220,89.86,2.1304,0
4812750,89.008896,1.9922999,0
4821450,87.2999,0.9695,0
4827750,15.7289,-4.3849,0
4811070,23.4548,3.7373998,0
4828650,41.6759,4.7451997,0
4843680,41.2919,1.8111,0
4816140,36.3199,3.9361,0
4842720,51.8059,0.4459,0
4846440,128.095,3.8632,0
4824330,18.9839,0.8865,0
4808870,90.3619,2.519,0
4818390,98.1978,2.858,0
4819770,96.8239,2.7452998,0
4826220,94.2289,2.731,0
4832250,100.0449,2.6568,0
4843290,92.6289,2.5204,0
4836970,83.786896,5.2939,0
4822120,73.8319,5.295,0
4836360,82.8119,1.137,0
4813770,124.0049,3.4628,0
4814600,128.3999,3.5791998,0
4833240,29.2239,1.7305,0
4843720,29.4019,4.1433,0
4817280,70.9478,0.039,0
4831320,31.2549,-0.522,0
4820960,57.0169,0.6179,0
4820850,54.6209,0.22569999,0
4827630,47.569,0.2899,0
4818890,73.9339,5.9754,0
4807680,29.930899,-0.3495,0
4811220,32.8829,-0.3646,0
4844110,28.0499,-1.9444,0
4841670,12.0419,-6.2739997,0
4842570,10.840899,-6.5600996,0
4839390,43.3789,0.2122,0
4830870,46.506,0.25329998,0
4822350,15.6289,-5.1489997,0
4821180,42.0378,0.2536,0
4841700,40.9629,-0.039,0
4811610,16.934,-3.2013,0
4809200,55.0009,1.0978,0
4816620,64.9639,3.5525,0
4826470,58.361,3.6553,0
4834830,64.1039,3.8423998,0
4813500,115.8809,2.5407999,0
4824000,125.847,2.9708998,0
4846740,128.108,3.1836998,0
4824260,32.7019,-0.9787,0
4824530,40.7339,-0.48819998,0
4833630,34.1599,-1.0871,0
4838080,63.1469,3.5088,0
4840890,19.440899,-2.1991,0
4813890,25.6479,-2.5878,0
4842360,125.1469,2.236,0
4820460,117.9079,2.1469,0
4813110,117.6589,2.0999,0
4841430,18.6819,-0.5065,0
4836990,101.857895,4.4653,0
4820100,14.9829,0.3403,0
4815570,56.1559,1.1338,0
4824360,56.673897,0.49019998,0
