NCES District ID,IS_APPLICANT,Round,IS_ADOPTER,NUM_ADOPTED,Funding Mechanism,IV_Z
1717280,1,R3 - 2023 Rebates,1,10.0,COMPETITIVE_R2,0
1717520,1,R1 - 2022 Rebates,0,0.0,None,0
1717580,1,R1 - 2022 Rebates,0,0.0,None,0
1718450,0,,1,3.0,COMPETITIVE_R2,0
1718480,0,,1,2.0,COMPETITIVE_R2,0
1718600,1,R3 - 2023 Rebates,0,0.0,None,0
1718810,0,,1,2.0,COMPETITIVE_R2,0
1719080,1,R1 - 2022 Rebates,0,0.0,None,0
1719260,1,R1 - 2022 Rebates,0,0.0,None,0
1719660,1,R2 - Grants,0,0.0,None,0
1719680,1,R2 - Grants,0,0.0,None,0
1719830,1,R1 - 2022 Rebates,0,0.0,None,0
1719960,1,R1 - 2022 Rebates,0,0.0,None,0
1720370,1,R1 - 2022 Rebates,0,0.0,None,0
1722770,1,R1 - 2022 Rebates,0,0.0,None,0
1722860,1,R1 - 2022 Rebates,0,0.0,None,0
1723970,1,R1 - 2022 Rebates,0,0.0,None,0
1724390,1,R1 - 2022 Rebates,0,0.0,None,0
1724720,1,R1 - 2022 Rebates,0,0.0,None,0
1726180,1,R1 - 2022 Rebates,0,0.0,None,0
1727180,1,R1 - 2022 Rebates,0,0.0,None,0
1727710,1,R1 - 2022 Rebates,0,0.0,None,0
1728160,1,R1 - 2022 Rebates,0,0.0,None,0
1728810,1,R1 - 2022 Rebates,0,0.0,None,0
1729280,1,R1 - 2022 Rebates,0,0.0,None,0
1729520,1,R1 - 2022 Rebates,0,0.0,None,0
1729890,1,R1 - 2022 Rebates,0,0.0,None,0
1730450,1,R1 - 2022 Rebates,0,0.0,None,0
1730750,1,R1 - 2022 Rebates,0,0.0,None,0
1731230,1,R1 - 2022 Rebates,1,15.0,COMPETITIVE_R2,0
1733210,1,R3 - 2023 Rebates,0,0.0,None,0
1733420,1,R1 - 2022 Rebates,0,0.0,None,0
1733690,0,,1,5.0,COMPETITIVE_R2,0
1733870,1,R1 - 2022 Rebates,0,0.0,None,0
1734350,1,R1 - 2022 Rebates,0,0.0,None,0
1734510,1,R1 - 2022 Rebates,0,0.0,None,0
1734740,1,R1 - 2022 Rebates,0,0.0,None,0
1735460,1,R3 - 2023 Rebates,0,0.0,None,0
1736090,1,R1 - 2022 Rebates,0,0.0,None,0
1736640,1,R3 - 2023 Rebates,0,0.0,None,0
1736810,1,R3 - 2023 Rebates,1,5.0,COMPETITIVE_R2,0
1737080,1,R1 - 2022 Rebates,0,0.0,None,0
1737230,1,R1 - 2022 Rebates,0,0.0,None,0
1737350,1,R1 - 2022 Rebates,0,0.0,None,0
1737800,1,R1 - 2022 Rebates,0,0.0,None,0
1737830,1,R2 - Grants,0,0.0,None,0
1738490,1,R1 - 2022 Rebates,0,0.0,None,0
1739090,1,R1 - 2022 Rebates,0,0.0,None,0
1740260,1,R1 - 2022 Rebates,0,0.0,None,0
1740290,1,R1 - 2022 Rebates,0,0.0,None,0
1741520,1,R2 - Grants,0,0.0,None,0
1742990,1,R1 - 2022 Rebates,0,0.0,None,0
1743330,1,R1 - 2022 Rebates,0,0.0,None,0
1743800,1,R1 - 2022 Rebates,0,0.0,None,0
1800008,1,R1 - 2022 Rebates,0,0.0,None,0
1800118,1,R2 - Grants,0,0.0,None,0
1800180,1,R1 - 2022 Rebates,0,0.0,None,0
1800212,1,R1 - 2022 Rebates,0,0.0,None,0
1800330,1,R1 - 2022 Rebates,0,0.0,None,0
1800360,1,R1 - 2022 Rebates,0,0.0,None,0
1800630,1,R1 - 2022 Rebates,0,0.0,None,0
1800750,1,R1 - 2022 Rebates,0,0.0,None,0
1801170,1,R3 - 2023 Rebates,0,0.0,None,0
1801740,1,R1 - 2022 Rebates,0,0.0,None,0
1802460,1,R1 - 2022 Rebates,0,0.0,None,0
1802520,1,R1 - 2022 Rebates,0,0.0,None,0
1802550,1,R3 - 2023 Rebates,0,0.0,None,0
1802830,1,R1 - 2022 Rebates,0,0.0,None,0
1802880,1,R2 - Grants,0,0.0,None,0
1803060,1,R1 - 2022 Rebates,0,0.0,None,0
1803120,1,R1 - 2022 Rebates,0,0.0,None,0
1803180,1,R1 - 2022 Rebates,0,0.0,None,0
1803330,1,R1 - 2022 Rebates,0,0.0,None,0
1803450,1,R1 - 2022 Rebates,0,0.0,None,0
1803990,1,R1 - 2022 Rebates,0,0.0,None,0
1804320,1,R2 - Grants,0,0.0,None,0
1804590,1,R3 - 2023 Rebates,0,0.0,None,0
1804770,1,R1 - 2022 Rebates,1,10.0,COMPETITIVE_R2,0
1805700,1,R1 - 2022 Rebates,0,0.0,None,0
1806390,1,R1 - 2022 Rebates,0,0.0,None,0
1806510,1,R1 - 2022 Rebates,0,0.0,None,0
1806570,1,R2 - Grants,0,0.0,None,0
1807320,1,R2 - Grants,0,0.0,None,0
1807410,1,R1 - 2022 Rebates,0,0.0,None,0
1807710,1,R2 - Grants,0,0.0,None,0
1807800,1,R1 - 2022 Rebates,0,0.0,None,0
1807900,1,R1 - 2022 Rebates,0,0.0,None,0
1807980,1,R1 - 2022 Rebates,0,0.0,None,0
1808010,1,R1 - 2022 Rebates,0,0.0,None,0
1808490,1,R1 - 2022 Rebates,0,0.0,None,0
1808640,1,R2 - Grants,0,0.0,None,0
1808760,1,R1 - 2022 Rebates,0,0.0,None,0
1809060,1,R1 - 2022 Rebates,0,0.0,None,0
1810290,1,R2 - Grants,0,0.0,None,0
1810380,1,R1 - 2022 Rebates,0,0.0,None,0
1810620,1,R1 - 2022 Rebates,0,0.0,None,0
1810650,1,R2 - Grants,0,0.0,None,0
1810680,1,R1 - 2022 Rebates,0,0.0,None,0
1811220,1,R1 - 2022 Rebates,0,0.0,None,0
1811260,1,R1 - 2022 Rebates,0,0.0,None,0
1812090,1,R2 - Grants,0,0.0,None,0
1812240,1,R1 - 2022 Rebates,0,0.0,None,0
1812360,1,R1 - 2022 Rebates,0,0.0,None,0
1812450,1,R2 - Grants,0,0.0,None,0
1812810,1,R2 - Grants,0,0.0,None,0
1813230,1,R1 - 2022 Rebates,0,0.0,None,0
1900022,1,R1 - 2022 Rebates,0,0.0,None,0
1903090,1,R3 - 2023 Rebates,0,0.0,None,0
1903220,1,R1 - 2022 Rebates,0,0.0,None,0
1903270,1,R1 - 2022 Rebates,0,0.0,None,0
1903390,1,R3 - 2023 Rebates,0,0.0,None,0
1903780,1,R1 - 2022 Rebates,0,0.0,None,0
1903960,1,R1 - 2022 Rebates,0,0.0,None,0
1904560,1,R1 - 2022 Rebates,0,0.0,None,0
1904620,1,R1 - 2022 Rebates,0,0.0,None,0
1905190,1,R1 - 2022 Rebates,0,0.0,None,0
1906240,1,R1 - 2022 Rebates,0,0.0,None,0
1906900,1,R1 - 2022 Rebates,0,0.0,None,0
1907080,1,R1 - 2022 Rebates,0,0.0,None,0
1908970,1,R1 - 2022 Rebates,0,0.0,None,0
1909570,1,R3 - 2023 Rebates,0,0.0,None,0
1913440,1,R1 - 2022 Rebates,0,0.0,None,0
1916420,1,R1 - 2022 Rebates,0,0.0,None,0
1918120,1,R1 - 2022 Rebates,0,0.0,None,0
1918510,1,R1 - 2022 Rebates,0,0.0,None,0
1918720,1,R1 - 2022 Rebates,0,0.0,None,0
1918960,1,R1 - 2022 Rebates,0,0.0,None,0
1920190,1,R1 - 2022 Rebates,0,0.0,None,0
1920580,1,R1 - 2022 Rebates,0,0.0,None,0
1921210,1,R3 - 2023 Rebates,0,0.0,None,0
1924870,1,R1 - 2022 Rebates,0,0.0,None,0
1925620,1,R1 - 2022 Rebates,0,0.0,None,0
1926280,1,R1 - 2022 Rebates,0,0.0,None,0
1926400,0,,1,15.0,COMPETITIVE_R2,0
1926730,1,R1 - 2022 Rebates,0,0.0,None,0
1928020,1,R1 - 2022 Rebates,0,0.0,None,0
1928110,1,R1 - 2022 Rebates,0,0.0,None,0
1931290,1,R3 - 2023 Rebates,0,0.0,None,0
2003200,1,R1 - 2022 Rebates,0,0.0,None,0
2003570,1,R1 - 2022 Rebates,0,0.0,None,0
2003960,1,R3 - 2023 Rebates,0,0.0,None,0
2005280,1,R1 - 2022 Rebates,0,0.0,None,0
2007680,1,R1 - 2022 Rebates,0,0.0,None,0
2007950,1,R1 - 2022 Rebates,0,0.0,None,0
2008280,1,R1 - 2022 Rebates,0,0.0,None,0
2008400,0,,1,5.0,COMPETITIVE_R2,0
2010950,1,R1 - 2022 Rebates,0,0.0,None,0
2012260,1,R1 - 2022 Rebates,1,25.0,COMPETITIVE_R2,0
2012300,1,R1 - 2022 Rebates,0,0.0,None,0
2012390,1,R1 - 2022 Rebates,0,0.0,None,0
2012870,1,R1 - 2022 Rebates,0,0.0,None,0
2012990,1,R1 - 2022 Rebates,1,18.0,COMPETITIVE_R2,0
2013020,1,R1 - 2022 Rebates,0,0.0,None,0
2100120,1,R3 - 2023 Rebates,0,0.0,None,0
2100291,1,R1 - 2022 Rebates,0,0.0,None,0
2100390,1,R1 - 2022 Rebates,0,0.0,None,0
2100480,1,R3 - 2023 Rebates,0,0.0,None,0
2100540,1,R1 - 2022 Rebates,0,0.0,None,0
2100570,1,R3 - 2023 Rebates,0,0.0,None,0
2100810,1,R1 - 2022 Rebates,0,0.0,None,0
2101050,1,R1 - 2022 Rebates,0,0.0,None,0
2101380,1,R1 - 2022 Rebates,0,0.0,None,0
2101440,1,R1 - 2022 Rebates,0,0.0,None,0
2101470,1,R1 - 2022 Rebates,0,0.0,None,0
2101920,0,,1,17.0,COMPETITIVE_R2,0
2101950,1,R1 - 2022 Rebates,0,0.0,None,0
2102010,1,R2 - Grants,0,0.0,None,0
2102220,1,R1 - 2022 Rebates,0,0.0,None,0
2102280,1,R1 - 2022 Rebates,0,0.0,None,0
2102490,1,R1 - 2022 Rebates,0,0.0,None,0
2102710,1,R1 - 2022 Rebates,0,0.0,None,0
2102760,1,R1 - 2022 Rebates,0,0.0,None,0
2102910,1,R2 - Grants,0,0.0,None,0
2103270,1,R1 - 2022 Rebates,0,0.0,None,0
2103810,1,R1 - 2022 Rebates,0,0.0,None,0
2103840,1,R2 - Grants,0,0.0,None,0
2103870,1,R1 - 2022 Rebates,0,0.0,None,0
2104080,1,R1 - 2022 Rebates,0,0.0,None,0
2104530,1,R2 - Grants,0,0.0,None,0
2104620,1,R1 - 2022 Rebates,0,0.0,None,0
2104770,1,R2 - Grants,0,0.0,None,0
2105100,1,R3 - 2023 Rebates,0,0.0,None,0
2105550,1,R1 - 2022 Rebates,0,0.0,None,0
2105790,1,R1 - 2022 Rebates,0,0.0,None,0
2200125,0,,1,10.0,COMPETITIVE_R2,0
2200150,1,R1 - 2022 Rebates,0,0.0,None,0
2200180,1,R1 - 2022 Rebates,0,0.0,None,0
2200186,1,R1 - 2022 Rebates,0,0.0,None,0
2200208,1,R1 - 2022 Rebates,0,0.0,None,0
2200211,1,R3 - 2023 Rebates,0,0.0,None,0
2200240,1,R3 - 2023 Rebates,0,0.0,None,0
2200243,1,R1 - 2022 Rebates,0,0.0,None,0
2200276,0,,1,5.0,COMPETITIVE_R2,0
2200281,1,R3 - 2023 Rebates,0,0.0,None,0
2200288,0,,1,5.0,COMPETITIVE_R2,0
2200291,0,,1,8.0,COMPETITIVE_R2,0
2200296,0,,1,8.0,COMPETITIVE_R2,0
2200307,0,,1,5.0,COMPETITIVE_R2,0
2200312,0,,1,8.0,COMPETITIVE_R2,0
2200316,0,,1,10.0,COMPETITIVE_R2,0
2200320,0,,1,8.0,COMPETITIVE_R2,0
2200540,0,,1,50.0,COMPETITIVE_R2,0
2200570,1,R3 - 2023 Rebates,0,0.0,None,0
2200840,1,R3 - 2023 Rebates,1,15.0,COMPETITIVE_R2,0
2201110,0,,1,30.0,COMPETITIVE_R2,0
2201500,1,R1 - 2022 Rebates,0,0.0,None,0
2201560,1,R3 - 2023 Rebates,0,0.0,None,0
2201770,1,R1 - 2022 Rebates,0,0.0,None,0
2201950,1,R1 - 2022 Rebates,0,0.0,None,0
2202010,1,R3 - 2023 Rebates,0,0.0,None,0
2300008,1,R1 - 2022 Rebates,0,0.0,None,0
2302730,1,R1 - 2022 Rebates,0,0.0,None,0
2303150,1,R1 - 2022 Rebates,0,0.0,None,0
2303640,1,R1 - 2022 Rebates,0,0.0,None,0
2303780,1,R1 - 2022 Rebates,0,0.0,None,0
2305500,1,R1 - 2022 Rebates,0,0.0,None,0
2305670,1,R1 - 2022 Rebates,0,0.0,None,0
2306160,1,R1 - 2022 Rebates,0,0.0,None,0
2306810,1,R1 - 2022 Rebates,0,0.0,None,0
2307320,1,R1 - 2022 Rebates,0,0.0,None,0
2307800,1,R1 - 2022 Rebates,0,0.0,None,0
2308490,1,R1 - 2022 Rebates,0,0.0,None,0
2309630,1,R1 - 2022 Rebates,0,0.0,None,0
2309930,1,R1 - 2022 Rebates,0,0.0,None,0
2309990,1,R1 - 2022 Rebates,0,0.0,None,0
2310380,1,R1 - 2022 Rebates,0,0.0,None,0
2310860,1,R1 - 2022 Rebates,0,0.0,None,0
2311100,1,R1 - 2022 Rebates,0,0.0,None,0
2311130,1,R1 - 2022 Rebates,0,0.0,None,0
2311160,1,R1 - 2022 Rebates,0,0.0,None,0
2311310,1,R1 - 2022 Rebates,0,0.0,None,0
2311370,1,R1 - 2022 Rebates,0,0.0,None,0
2311520,1,R1 - 2022 Rebates,0,0.0,None,0
2311730,1,R1 - 2022 Rebates,0,0.0,None,0
2312960,1,R1 - 2022 Rebates,0,0.0,None,0
2313210,1,R1 - 2022 Rebates,0,0.0,None,0
2314100,1,R1 - 2022 Rebates,0,0.0,None,0
2314190,1,R1 - 2022 Rebates,0,0.0,None,0
2314700,1,R1 - 2022 Rebates,0,0.0,None,0
2314762,1,R1 - 2022 Rebates,0,0.0,None,0
2314765,1,R1 - 2022 Rebates,0,0.0,None,0
2314773,1,R1 - 2022 Rebates,0,0.0,None,0
2314776,1,R1 - 2022 Rebates,0,0.0,None,0
2314777,1,R1 - 2022 Rebates,0,0.0,None,0
2314779,1,R1 - 2022 Rebates,0,0.0,None,0
2314785,1,R1 - 2022 Rebates,0,0.0,None,0
2314787,1,R1 - 2022 Rebates,0,0.0,None,0
2314788,1,R1 - 2022 Rebates,0,0.0,None,0
2314789,1,R1 - 2022 Rebates,0,0.0,None,0
2314806,1,R1 - 2022 Rebates,0,0.0,None,0
2314820,1,R1 - 2022 Rebates,0,0.0,None,0
2314833,1,R1 - 2022 Rebates,0,0.0,None,0
2314838,1,R1 - 2022 Rebates,0,0.0,None,0
2400030,1,R2 - Grants,0,0.0,None,0
2400090,1,R2 - Grants,0,0.0,None,0
2400120,1,R1 - 2022 Rebates,0,0.0,None,0
2400240,1,R1 - 2022 Rebates,0,0.0,None,0
2400270,1,R1 - 2022 Rebates,0,0.0,None,0
2400390,1,R3 - 2023 Rebates,0,0.0,None,0
2400450,1,R1 - 2022 Rebates,0,0.0,None,0
2400480,1,R1 - 2022 Rebates,1,50.0,COMPETITIVE_R2,0
2400510,1,R1 - 2022 Rebates,0,0.0,None,0
2400540,1,R1 - 2022 Rebates,0,0.0,None,0
2500014,1,R1 - 2022 Rebates,0,0.0,None,0
2500043,1,R1 - 2022 Rebates,0,0.0,None,0
2500087,1,R2 - Grants,0,0.0,None,0
2500554,1,R1 - 2022 Rebates,0,0.0,None,0
2500584,1,R3 - 2023 Rebates,0,0.0,None,0
2501710,1,R1 - 2022 Rebates,0,0.0,None,0
2501890,1,R1 - 2022 Rebates,0,0.0,None,0
2501980,1,R1 - 2022 Rebates,0,0.0,None,0
2502400,1,R1 - 2022 Rebates,0,0.0,None,0
2502640,1,R1 - 2022 Rebates,0,0.0,None,0
2502790,1,R1 - 2022 Rebates,1,50.0,COMPETITIVE_R2,0
2503540,1,R1 - 2022 Rebates,0,0.0,None,0
2503660,1,R2 - Grants,0,0.0,None,0
2503840,1,R1 - 2022 Rebates,0,0.0,None,0
2503990,1,R1 - 2022 Rebates,0,0.0,None,0
2504530,1,R1 - 2022 Rebates,0,0.0,None,0
2504830,0,,1,10.0,COMPETITIVE_R2,0
2504890,1,R2 - Grants,0,0.0,None,0
2504980,1,R1 - 2022 Rebates,0,0.0,None,0
2505280,1,R2 - Grants,0,0.0,None,0
2505370,1,R1 - 2022 Rebates,0,0.0,None,0
2505740,1,R1 - 2022 Rebates,0,0.0,None,0
2506090,1,R1 - 2022 Rebates,0,0.0,None,0
2506270,1,R1 - 2022 Rebates,0,0.0,None,0
2506720,1,R1 - 2022 Rebates,0,0.0,None,0
2507320,1,R1 - 2022 Rebates,0,0.0,None,0
2507680,1,R1 - 2022 Rebates,0,0.0,None,0
2507990,1,R1 - 2022 Rebates,0,0.0,None,0
2508370,1,R1 - 2022 Rebates,0,0.0,None,0
2508430,0,,1,10.0,COMPETITIVE_R2,0
2508530,1,R1 - 2022 Rebates,0,0.0,None,0
2508610,1,R1 - 2022 Rebates,0,0.0,None,0
2508670,1,R1 - 2022 Rebates,0,0.0,None,0
2508760,1,R1 - 2022 Rebates,0,0.0,None,0
2508850,1,R1 - 2022 Rebates,0,0.0,None,0
2508880,1,R1 - 2022 Rebates,0,0.0,None,0
2509600,1,R1 - 2022 Rebates,0,0.0,None,0
2509630,1,R1 - 2022 Rebates,0,0.0,None,0
2510950,1,R1 - 2022 Rebates,0,0.0,None,0
2510980,1,R1 - 2022 Rebates,0,0.0,None,0
2511130,1,R1 - 2022 Rebates,0,0.0,None,0
2511400,1,R1 - 2022 Rebates,0,0.0,None,0
2512060,1,R1 - 2022 Rebates,0,0.0,None,0
2512210,1,R1 - 2022 Rebates,0,0.0,None,0
2512600,1,R1 - 2022 Rebates,0,0.0,None,0
2512690,1,R1 - 2022 Rebates,0,0.0,None,0
2512750,1,R1 - 2022 Rebates,0,0.0,None,0
2512780,1,R1 - 2022 Rebates,0,0.0,None,0
2512990,1,R1 - 2022 Rebates,0,0.0,None,0
2513230,1,R3 - 2023 Rebates,1,15.0,COMPETITIVE_R2,0
2600014,1,R1 - 2022 Rebates,0,0.0,None,0
2600015,1,R1 - 2022 Rebates,0,0.0,None,0
2601103,0,,1,15.0,COMPETITIVE_R2,0
2602790,1,R1 - 2022 Rebates,0,0.0,None,0
2603480,1,R1 - 2022 Rebates,0,0.0,None,0
2604350,1,R3 - 2023 Rebates,0,0.0,None,0
2604950,1,R1 - 2022 Rebates,0,0.0,None,0
2605430,1,R1 - 2022 Rebates,0,0.0,None,0
2605690,1,R1 - 2022 Rebates,0,0.0,None,0
2605780,1,R1 - 2022 Rebates,0,0.0,None,0
2606090,1,R1 - 2022 Rebates,0,0.0,None,0
2606900,0,,1,2.0,COMPETITIVE_R2,0
2607560,1,R1 - 2022 Rebates,0,0.0,None,0
2607620,1,R1 - 2022 Rebates,0,0.0,None,0
2608280,1,R1 - 2022 Rebates,0,0.0,None,0
2608400,1,R1 - 2022 Rebates,0,0.0,None,0
2608580,1,R1 - 2022 Rebates,0,0.0,None,0
2608770,1,R1 - 2022 Rebates,0,0.0,None,0
2612450,1,R2 - Grants,0,0.0,None,0
2612540,1,R1 - 2022 Rebates,0,0.0,None,0
2612810,1,R3 - 2023 Rebates,0,0.0,None,0
2613090,1,R1 - 2022 Rebates,0,0.0,None,0
2614280,1,R1 - 2022 Rebates,0,0.0,None,0
2614460,1,R1 - 2022 Rebates,0,0.0,None,0
2614520,0,,1,10.0,COMPETITIVE_R2,0
2614690,1,R1 - 2022 Rebates,0,0.0,None,0
2614700,1,R1 - 2022 Rebates,0,0.0,None,0
2614790,1,R3 - 2023 Rebates,0,0.0,None,0
2616020,1,R3 - 2023 Rebates,0,0.0,None,0
2616440,1,R2 - Grants,0,0.0,None,0
2616500,1,R1 - 2022 Rebates,0,0.0,None,0
2617700,1,R1 - 2022 Rebates,0,0.0,None,0
2618270,1,R1 - 2022 Rebates,0,0.0,None,0
2618480,1,R1 - 2022 Rebates,0,0.0,None,0
2618840,1,R1 - 2022 Rebates,0,0.0,None,0
2618930,1,R1 - 2022 Rebates,0,0.0,None,0
2619170,1,R3 - 2023 Rebates,0,0.0,None,0
2619800,1,R1 - 2022 Rebates,0,0.0,None,0
2620340,1,R1 - 2022 Rebates,0,0.0,None,0
2620820,1,R1 - 2022 Rebates,0,0.0,None,0
2621120,1,R1 - 2022 Rebates,0,0.0,None,0
2621150,1,R1 - 2022 Rebates,1,15.0,COMPETITIVE_R2,0
2621210,1,R1 - 2022 Rebates,0,0.0,None,0
2621600,1,R1 - 2022 Rebates,0,0.0,None,0
2621840,1,R1 - 2022 Rebates,0,0.0,None,0
2622380,1,R1 - 2022 Rebates,0,0.0,None,0
2622860,1,R1 - 2022 Rebates,0,0.0,None,0
2623160,1,R1 - 2022 Rebates,1,2.0,COMPETITIVE_R2,0
2623910,1,R1 - 2022 Rebates,0,0.0,None,0
2625230,1,R1 - 2022 Rebates,0,0.0,None,0
2625950,1,R1 - 2022 Rebates,0,0.0,None,0
2626100,1,R1 - 2022 Rebates,0,0.0,None,0
2626280,1,R1 - 2022 Rebates,0,0.0,None,0
2626970,1,R3 - 2023 Rebates,0,0.0,None,0
2628740,0,,1,15.0,COMPETITIVE_R2,0
2629220,1,R3 - 2023 Rebates,0,0.0,None,0
2629460,1,R1 - 2022 Rebates,1,5.0,COMPETITIVE_R2,0
2629910,1,R1 - 2022 Rebates,0,0.0,None,0
2630120,1,R1 - 2022 Rebates,0,0.0,None,0
2630660,1,R1 - 2022 Rebates,0,0.0,None,0
2632850,1,R1 - 2022 Rebates,0,0.0,None,0
2632940,1,R1 - 2022 Rebates,0,0.0,None,0
2633540,1,R1 - 2022 Rebates,0,0.0,None,0
2633840,1,R1 - 2022 Rebates,0,0.0,None,0
2633870,1,R1 - 2022 Rebates,0,0.0,None,0
2633900,1,R2 - Grants,0,0.0,None,0
2634260,1,R1 - 2022 Rebates,0,0.0,None,0
2635010,1,R2 - Grants,0,0.0,None,0
2635820,1,R1 - 2022 Rebates,0,0.0,None,0
2635850,1,R1 - 2022 Rebates,0,0.0,None,0
2636060,1,R1 - 2022 Rebates,0,0.0,None,0
2636660,1,R1 - 2022 Rebates,0,0.0,None,0
2680620,1,R2 - Grants,0,0.0,None,0
2680755,1,R1 - 2022 Rebates,1,2.0,COMPETITIVE_R2,0
2700008,1,R1 - 2022 Rebates,0,0.0,None,0
2700019,1,R2 - Grants,0,0.0,None,0
2700022,1,R1 - 2022 Rebates,0,0.0,None,0
2700091,1,R2 - Grants,0,0.0,None,0
2700123,1,R2 - Grants,0,0.0,None,0
2700230,1,R2 - Grants,0,0.0,None,0
2700326,1,R2 - Grants,0,0.0,None,0
2700372,0,,1,1.0,COMPETITIVE_R2,0
2703570,1,R1 - 2022 Rebates,0,0.0,None,0
2705430,1,R2 - Grants,0,0.0,None,0
2708190,1,R2 - Grants,0,0.0,None,0
2709510,1,R2 - Grants,0,0.0,None,0
2711040,1,R3 - 2023 Rebates,0,0.0,None,0
2712580,1,R1 - 2022 Rebates,0,0.0,None,0
2713380,1,R1 - 2022 Rebates,0,0.0,None,0
2714040,1,R1 - 2022 Rebates,0,0.0,None,0
2714190,1,R1 - 2022 Rebates,0,0.0,None,0
2714220,1,R1 - 2022 Rebates,0,0.0,None,0
2714260,1,R1 - 2022 Rebates,0,0.0,None,0
2717910,1,R1 - 2022 Rebates,0,0.0,None,0
2718090,1,R1 - 2022 Rebates,0,0.0,None,0
2718780,1,R3 - 2023 Rebates,0,0.0,None,0
2721240,1,R1 - 2022 Rebates,1,2.0,COMPETITIVE_R2,0
2722950,1,R1 - 2022 Rebates,0,0.0,None,0
2725200,1,R1 - 2022 Rebates,0,0.0,None,0
2728140,1,R1 - 2022 Rebates,0,0.0,None,0
2728200,1,R1 - 2022 Rebates,0,0.0,None,0
2730090,1,R1 - 2022 Rebates,0,0.0,None,0
2730510,1,R3 - 2023 Rebates,0,0.0,None,0
2731780,1,R1 - 2022 Rebates,0,0.0,None,0
2732390,1,R1 - 2022 Rebates,0,0.0,None,0
2732880,1,R2 - Grants,0,0.0,None,0
2733330,1,R1 - 2022 Rebates,0,0.0,None,0
2733510,1,R1 - 2022 Rebates,0,0.0,None,0
2733840,1,R1 - 2022 Rebates,1,10.0,COMPETITIVE_R2,0
2740740,1,R1 - 2022 Rebates,0,0.0,None,0
2742360,1,R1 - 2022 Rebates,0,0.0,None,0
2791450,1,R1 - 2022 Rebates,0,0.0,None,0
2800189,1,R1 - 2022 Rebates,0,0.0,None,0
2800191,1,R2 - Grants,0,0.0,None,0
2800195,1,R1 - 2022 Rebates,0,0.0,None,0
2800510,1,R1 - 2022 Rebates,0,0.0,None,0
2800600,1,R1 - 2022 Rebates,0,0.0,None,0
2800630,1,R1 - 2022 Rebates,1,29.0,COMPETITIVE_R2,0
2800900,1,R1 - 2022 Rebates,0,0.0,None,0
2801200,1,R1 - 2022 Rebates,0,0.0,None,0
2801260,1,R1 - 2022 Rebates,0,0.0,None,0
2801290,1,R1 - 2022 Rebates,0,0.0,None,0
2801590,1,R1 - 2022 Rebates,0,0.0,None,0
2801710,1,R2 - Grants,0,0.0,None,0
2801860,0,,1,2.0,COMPETITIVE_R2,0
2802160,1,R1 - 2022 Rebates,0,0.0,None,0
2802430,1,R1 - 2022 Rebates,0,0.0,None,0
2802490,1,R1 - 2022 Rebates,0,0.0,None,0
2802700,1,R1 - 2022 Rebates,0,0.0,None,0
2802730,1,R1 - 2022 Rebates,0,0.0,None,0
2802850,1,R1 - 2022 Rebates,0,0.0,None,0
2803060,1,R3 - 2023 Rebates,0,0.0,None,0
2803120,1,R1 - 2022 Rebates,0,0.0,None,0
2803520,1,R1 - 2022 Rebates,0,0.0,None,0
2803630,1,R1 - 2022 Rebates,0,0.0,None,0
2803750,1,R2 - Grants,0,0.0,None,0
2900002,1,R1 - 2022 Rebates,0,0.0,None,0
2900003,1,R1 - 2022 Rebates,0,0.0,None,0
2900017,0,,1,4.0,COMPETITIVE_R2,0
2902880,1,R1 - 2022 Rebates,0,0.0,None,0
2902910,1,R1 - 2022 Rebates,0,0.0,None,0
2902970,1,R1 - 2022 Rebates,0,0.0,None,0
2904020,1,R1 - 2022 Rebates,0,0.0,None,0
2904050,1,R1 - 2022 Rebates,0,0.0,None,0
2904140,1,R1 - 2022 Rebates,0,0.0,None,0
2904980,1,R1 - 2022 Rebates,0,0.0,None,0
2905250,1,R1 - 2022 Rebates,0,0.0,None,0
2905760,1,R1 - 2022 Rebates,0,0.0,None,0
2907380,1,R1 - 2022 Rebates,0,0.0,None,0
2908370,1,R1 - 2022 Rebates,0,0.0,None,0
2908670,1,R1 - 2022 Rebates,0,0.0,None,0
2908790,1,R1 - 2022 Rebates,0,0.0,None,0
2909750,1,R1 - 2022 Rebates,0,0.0,None,0
2909810,1,R1 - 2022 Rebates,0,0.0,None,0
2910020,1,R1 - 2022 Rebates,0,0.0,None,0
2910770,1,R1 - 2022 Rebates,0,0.0,None,0
2911040,1,R1 - 2022 Rebates,0,0.0,None,0
2911220,1,R3 - 2023 Rebates,0,0.0,None,0
2912010,1,R1 - 2022 Rebates,1,16.0,COMPETITIVE_R2,0
2912240,1,R3 - 2023 Rebates,0,0.0,None,0
2912600,1,R1 - 2022 Rebates,0,0.0,None,0
2913140,1,R1 - 2022 Rebates,0,0.0,None,0
2913620,0,,1,6.0,COMPETITIVE_R2,0
2913650,1,R3 - 2023 Rebates,0,0.0,None,0
2913800,1,R3 - 2023 Rebates,0,0.0,None,0
2914280,1,R1 - 2022 Rebates,0,0.0,None,0
2914320,1,R1 - 2022 Rebates,0,0.0,None,0
2914340,1,R1 - 2022 Rebates,0,0.0,None,0
2914370,1,R1 - 2022 Rebates,0,0.0,None,0
2915660,1,R1 - 2022 Rebates,0,0.0,None,0
2916530,1,R1 - 2022 Rebates,0,0.0,None,0
