nces_id,is_charter
601363,0
602850,0
502430,0
502550,0
502580,0
502610,0
502670,0
502700,0
502730,0
502790,0
502820,0
502880,0
502960,0
503030,0
503060,0
503090,0
503150,0
503240,0
503300,0
600017,0
503420,0
503450,0
503480,0
503630,0
503640,0
503690,0
503710,0
503750,0
503770,0
503840,0
503960,0
504020,0
504050,0
504080,0
504110,0
504170,0
504200,0
504350,0
504370,0
504380,0
504410,0
504560,0
504590,0
504680,0
504740,0
504800,0
504860,0
602970,0
504930,0
504980,0
505170,0
505190,0
505340,0
505430,0
505470,0
505500,0
505550,0
505580,0
505680,0
505760,0
505850,0
505970,0
506060,0
603000,0
506120,0
506150,0
506210,0
506240,0
506270,0
506330,0
506360,0
506420,0
506540,0
506630,0
506690,0
506840,0
506870,0
506900,0
506930,0
506990,0
507110,0
507140,0
507170,0
507230,0
507290,0
507320,0
507350,0
507380,0
507530,0
507560,0
507620,0
507680,0
507710,0
507740,1
507770,0
507840,0
507860,0
507890,0
507920,0
507990,0
508040,0
508130,0
508240,0
508280,0
508340,0
508400,0
508490,0
508610,0
508640,0
508670,0
508700,0
508730,0
603060,0
900070,0
509060,0
509150,0
509190,0
509240,0
509270,0
509330,0
509360,0
509390,0
509420,0
509480,0
509510,0
509540,0
509570,0
509600,0
509630,0
509720,0
509750,0
509780,0
509840,0
509990,0
510080,0
510170,0
510200,0
510260,0
510290,0
510320,0
510380,0
510410,0
510440,0
510560,0
510680,0
510920,0
510950,0
510980,0
511010,0
511070,0
511130,0
511220,0
511340,0
511370,0
511610,0
511700,0
511730,0
511760,0
511820,0
511850,0
2501980,0
511970,0
512000,0
512060,0
512090,0
512180,0
3603270,0
512420,0
512450,0
512480,0
512510,0
512520,0
512540,0
512570,0
512630,0
512660,0
512930,0
512960,0
513080,0
513110,0
513230,0
513350,0
513380,0
513410,0
513530,0
513560,0
513680,0
513930,0
514010,0
514020,0
514040,0
514140,0
5100270,0
514400,0
514430,0
514490,0
600001,0
600002,0
600003,0
600006,0
600007,0
600009,0
600011,0
600012,0
5001830,0
2603240,0
691136,0
600016,0
3700126,1
600018,0
600019,0
600020,0
600021,0
600022,0
600025,0
600026,0
600027,0
600028,0
3700438,1
600031,0
600032,0
600033,0
600034,0
600035,0
4101560,0
209228,0
600038,0
600039,0
600040,0
802280,0
600043,0
603300,0
600045,0
4700120,0
600047,0
1300120,0
600049,0
603420,0
2603600,0
5500600,0
600061,0
600062,0
600063,0
1903960,0
600065,0
5100300,0
600068,0
2100180,0
600075,0
600076,0
600077,0
600079,0
600080,0
600081,0
600082,0
600083,0
600084,0
600085,0
600086,0
600089,0
600090,0
600092,0
600093,0
600094,0
600095,0
600096,0
600097,0
600098,0
600099,0
600100,0
600101,0
600105,0
600106,0
600107,0
600108,0
600109,0
600110,0
600111,0
600112,0
600113,0
600114,0
5500630,0
600117,0
600118,0
600119,0
600120,0
600121,0
600122,0
600123,0
600124,0
600125,0
600126,0
600127,0
600129,0
600130,0
600131,0
600132,0
600133,0
600135,0
600137,0
600138,0
600139,0
600140,0
600143,0
600144,0
600145,0
600146,0
600148,0
600149,0
802340,0
600155,0
600158,0
600159,0
1704710,0
601325,0
4808940,0
601328,0
601329,0
4202760,0
602074,1
1300210,0
601339,0
601343,0
601346,0
601347,0
601349,0
601350,0
601351,0
601353,0
601354,0
601355,0
601356,0
601357,0
601358,0
601361,0
601362,0
603690,0
601364,0
601365,0
601366,0
601367,0
601368,0
601369,0
601372,0
601373,0
601375,0
601376,0
601377,0
601378,0
601379,0
601380,0
601381,0
601382,0
601383,0
601384,0
601385,0
601386,0
601387,0
601388,0
601389,0
601391,0
2400090,0
601396,0
601397,0
601398,0
601400,0
601401,0
601402,0
601404,0
601405,0
601406,0
2400120,0
601410,0
4101830,0
601415,0
601416,0
601417,0
601418,0
601420,0
601421,0
601422,0
3904353,0
601424,0
601426,0
601427,0
601428,0
601440,0
601442,0
601443,0
601461,1
601462,1
601463,1
601464,1
601465,1
601466,1
601467,1
601468,1
601469,1
601470,1
601471,1
601472,1
601473,1
601474,1
601475,1
601477,1
601478,1
601479,1
601480,1
601481,1
601483,1
601484,1
601485,1
601486,1
601487,1
2100240,0
601489,1
601490,1
601493,1
601494,1
601495,1
601496,1
601497,1
601498,1
601499,1
601500,1
601501,1
601502,1
601503,1
601505,1
601507,1
601508,1
601509,1
601511,1
601512,1
601513,1
601514,1
601515,1
601516,1
601517,1
601519,1
601520,1
601521,1
601522,1
601523,1
601524,1
601526,1
601527,1
601528,1
601529,1
601530,1
601531,1
601532,1
601533,1
601534,1
601535,1
601536,1
601537,1
601538,1
601540,1
601541,1
601542,1
601543,1
601544,1
601545,1
601547,1
601548,1
601549,1
601550,1
601551,1
601552,1
601553,1
601554,1
601555,1
601556,1
601557,1
601558,1
601559,1
601560,1
601561,1
601562,1
601563,1
601564,1
601565,1
601567,1
601568,1
601569,1
601570,1
601571,1
601573,1
3603960,0
601575,1
601576,1
601577,1
601578,1
601579,1
601580,1
601581,1
601582,1
601584,1
601585,1
601586,1
601587,1
601588,1
601589,1
601590,1
601591,1
601592,1
601593,1
601594,1
601595,1
601596,1
601597,1
601598,1
601599,1
601600,1
601601,1
601602,1
601603,1
601604,1
601605,1
601606,1
601607,1
601609,1
601610,1
601611,1
601612,1
601613,1
601614,1
601616,1
601617,1
601619,1
601620,0
601621,1
601622,1
601624,1
601625,1
601626,1
601627,1
601628,1
601629,1
601630,1
601631,1
601632,1
601633,1
601635,1
601636,1
601637,1
601638,1
601639,1
601640,1
601641,1
601642,1
601644,1
601645,1
601647,1
601648,1
601649,1
601650,0
601652,1
601653,1
601654,1
601656,1
601657,1
601658,1
601660,1
601661,1
601662,1
601664,1
601665,1
601666,1
601667,1
601668,1
601669,1
601670,1
601671,1
601672,1
601674,1
601677,1
601678,1
601679,1
601680,1
601681,1
601682,1
601683,1
601684,1
601685,1
601686,1
601687,1
601688,1
601689,1
601690,1
601691,1
601693,1
601694,1
601695,1
601696,1
601697,1
601698,1
601699,1
601700,1
601701,1
601702,1
601703,1
601704,1
601705,1
601706,1
601707,1
601708,1
601709,1
4501080,0
601711,1
601712,1
601713,1
601714,1
601715,1
601716,1
601718,1
601719,1
601721,1
601722,1
601723,1
601724,1
601725,1
601726,1
601728,1
601729,1
601730,1
601731,1
601732,1
601733,1
601734,1
601735,1
601736,1
601737,1
601738,1
601740,1
601741,1
601742,1
601743,1
601744,1
601745,1
5000445,0
601747,1
601748,1
601751,1
601752,1
601753,1
601754,1
601755,1
601756,1
601757,1
601758,1
601759,1
601760,1
601761,1
601762,1
601763,1
601764,1
601765,1
601766,1
601767,1
601768,1
601769,1
1705050,0
601771,1
601773,1
601775,1
601776,1
601777,1
601778,1
601779,1
601780,1
601781,1
601782,1
601783,1
601784,1
601785,1
601786,1
601787,1
601788,1
601789,1
601790,1
601791,1
601792,1
601793,1
601794,1
601795,1
601796,1
1800360,0
601798,1
601799,1
601800,1
601801,1
601802,1
601803,1
601804,1
601805,1
601806,1
601808,1
601809,1
601810,1
601811,1
601812,1
601813,1
601814,1
601815,1
601816,1
601817,1
601818,1
601820,1
601821,1
601822,1
601823,1
601824,1
601825,1
601826,1
601827,1
601828,1
601829,1
601830,1
601831,1
601832,1
601833,1
601834,1
601835,1
601837,1
601838,1
601839,1
601840,1
601841,1
601842,1
601843,1
601844,1
601845,1
601846,1
601847,1
601848,1
601849,1
601850,1
601851,1
601852,1
601853,1
601854,1
601855,1
601856,1
601857,1
601858,1
601859,1
601860,0
601861,1
601862,1
601863,1
601865,1
601866,1
601867,1
601868,1
601869,1
601870,1
601871,1
601872,1
601873,1
601875,1
601876,1
601877,1
601878,1
601879,1
601880,1
601881,1
601882,1
601883,1
601884,1
601885,1
601886,1
601887,1
601888,1
601889,1
601890,0
601891,1
601892,1
601893,1
601894,1
601895,1
601896,1
601897,1
601898,1
601899,1
601900,1
601901,1
601902,1
601903,1
601904,1
601905,1
601906,1
601907,1
601908,1
601909,1
601911,1
601912,1
601913,1
601914,1
601915,1
601916,1
601917,1
601918,1
601919,1
601920,1
601921,1
601922,1
601923,1
601924,1
601925,1
601926,1
601928,1
601929,1
601931,1
601932,1
601933,1
601934,1
601935,1
601936,1
601937,1
601938,1
601939,1
601940,1
601941,1
601942,1
604110,0
601944,1
601945,1
601946,1
601947,1
601948,1
500019,0
4809630,0
601953,1
601954,1
601955,1
601956,1
601957,1
601958,1
601959,1
601960,1
601961,1
601962,1
601963,1
601964,1
601965,1
601966,1
601967,1
601968,1
601969,1
601970,1
601971,1
601972,1
601973,1
601974,1
601975,1
601976,1
601977,1
601978,1
601979,1
601980,0
601983,1
601986,1
601988,1
601989,1
601990,1
601991,1
601992,1
601993,1
601995,1
601996,1
601997,1
601998,1
601999,1
602000,1
602001,1
602002,1
602003,1
602004,1
602005,1
602006,1
602007,1
602008,1
602009,1
602010,0
602011,1
602012,1
602013,1
602014,1
602015,1
602016,1
602017,1
602018,1
602019,1
602020,1
602021,1
602022,1
602023,1
602024,1
602025,1
602026,1
602027,1
602030,1
602032,1
602034,1
602035,1
602036,1
602037,1
602038,1
602039,1
602040,1
602041,1
602042,1
602043,1
602044,1
602045,1
602046,1
602047,1
602048,1
602049,1
602050,1
602051,1
602052,1
602053,1
602054,1
602055,1
602056,1
602057,1
602058,1
602059,1
602060,1
602061,1
602062,1
602063,1
602064,1
602065,1
602068,1
602069,1
3604080,0
602071,1
602072,1
602073,1
1904440,0
602075,1
602076,1
602077,1
602078,1
602079,1
602080,1
602081,1
602082,1
602083,1
602084,1
602085,1
602087,1
602088,1
602089,1
602090,1
602091,1
602092,1
602093,1
602094,1
602095,1
602096,1
602097,1
602098,1
602099,1
602100,0
602101,1
602102,1
602103,1
602104,1
602106,1
602108,1
602109,1
602110,1
602111,1
602112,1
602113,1
602115,1
602116,1
602117,1
602118,1
602119,1
602120,1
602121,1
602122,1
602123,1
602124,1
602126,1
602127,1
602128,1
602129,1
602130,1
602131,1
602132,1
602133,1
602134,1
602135,1
602136,1
602137,1
602138,1
602140,1
602142,1
602143,1
602144,1
602145,1
602147,1
602148,1
602149,1
602150,1
602152,1
3604140,0
602154,1
602155,1
4101920,0
602159,1
602160,0
602161,1
602162,1
602163,1
602164,1
602165,1
602166,1
602167,1
602168,1
602169,1
602170,1
602171,1
602172,1
602173,1
602174,1
602175,1
602176,1
602177,1
602178,1
602180,1
602181,1
602182,1
602183,1
602184,1
602185,1
602186,1
602187,1
602188,1
602189,1
602190,1
602191,1
602192,1
602193,1
602194,1
602195,1
602196,1
602197,1
602199,1
602200,1
602201,1
602202,1
602203,1
602204,1
602205,1
602206,1
602207,1
602208,1
602209,1
602210,1
602211,1
602212,1
602213,1
602214,1
602215,1
602216,1
602217,1
602218,1
602219,1
602220,0
602221,1
602222,1
602225,1
602226,1
602227,1
602228,1
602229,1
602230,1
602231,1
602232,1
602233,1
602234,1
602235,1
602236,1
602237,1
602238,1
602239,1
602240,1
602241,1
602242,1
602243,1
602244,1
602245,1
602246,1
602247,1
602248,1
602249,1
602250,0
602251,1
602252,1
602253,1
602254,1
602255,1
602256,1
602257,1
602258,1
602259,1
602260,1
602261,1
602262,1
602263,1
602264,1
602265,1
602266,1
602267,1
602268,1
602269,1
602270,1
602271,1
602272,1
602274,1
602275,1
602276,1
602277,1
602278,1
602279,1
602280,1
602281,1
602282,1
602284,1
602285,1
602286,1
602287,1
602288,1
602289,1
602290,1
602291,1
602292,1
602293,1
602294,1
602295,1
602296,1
602297,1
602298,1
602299,1
602300,1
602301,1
602302,1
602303,1
602304,1
602305,1
602306,1
602307,1
602308,1
602309,1
602310,0
602311,1
602312,1
602313,1
602314,1
5100360,0
602316,1
602317,1
602318,1
602319,1
602320,1
602321,1
602322,1
602323,1
602324,1
602325,1
602326,1
602328,1
602330,1
602331,1
602333,1
602334,1
602335,1
602336,1
602337,1
602338,1
602339,1
602340,1
602341,1
602342,1
602343,1
602344,1
602345,1
602346,1
602348,1
602350,1
602351,1
602352,1
602353,1
602354,1
602356,1
602357,1
602358,1
602359,1
602360,0
602361,1
602362,1
602363,1
602364,1
602365,1
602366,1
602367,1
602368,1
602369,1
602370,1
602371,1
602372,1
602374,1
602375,1
602376,1
602377,1
602378,1
602379,1
602380,1
602381,1
602383,1
602384,1
602385,1
602386,1
602387,1
602388,1
602389,1
602390,1
602392,1
602393,1
602395,1
602396,1
602397,1
602398,1
602399,1
602400,1
602401,1
602403,1
602405,1
602406,1
602407,1
602408,1
602410,1
602411,1
602412,1
602413,1
602414,1
602415,1
602416,1
602417,1
602418,1
602419,1
602420,1
602421,1
602423,1
602424,1
602425,1
602426,1
602427,1
602428,1
602429,1
602430,0
602431,1
602432,1
602433,1
602434,1
602435,1
602436,1
602437,1
602439,1
602442,1
602443,1
602444,1
602445,1
602446,1
602447,1
602448,1
602449,1
2604500,0
602451,1
602452,1
602453,1
602454,1
602455,1
602456,1
602457,1
602458,1
602459,1
602460,1
602461,1
602462,1
602463,1
602464,1
602465,1
602467,1
602468,1
602469,1
602470,1
602471,1
602472,1
602473,1
602475,1
602476,1
602477,1
602478,1
602480,1
602481,1
602482,1
602483,1
602484,1
602485,1
602486,1
602487,1
602488,1
602489,1
602491,1
602493,1
602494,1
602495,1
602496,1
602497,1
602498,1
602500,1
602501,1
602502,1
602503,1
602504,1
602505,1
602506,1
602507,1
602508,1
602509,1
602510,1
602511,1
602512,1
602513,1
602515,1
602516,1
602517,1
602518,1
602520,1
602521,1
602522,1
602523,1
602524,1
602525,0
602527,0
602528,1
602529,1
602530,1
602531,1
602532,1
602533,1
602534,1
602535,1
602538,1
602539,1
602540,1
602541,1
602542,1
602543,1
602544,1
602545,1
602546,1
602547,1
602548,1
602551,1
602552,1
602553,1
602554,1
602555,1
602556,1
602557,1
602558,1
602559,1
602560,1
602561,1
602562,1
602563,1
602564,1
602565,1
602566,1
602567,1
602569,1
602570,1
602571,0
602573,1
602574,1
602575,1
602576,1
602577,1
602578,1
602579,0
602580,0
602581,1
602582,1
602583,1
4003810,0
602670,0
602700,0
602730,0
602760,0
602820,0
2904530,0
2100390,0
3401350,0
3604370,0
604440,0
603090,0
603180,0
603270,0
5501050,0
3604530,0
603480,0
603600,0
603610,0
603630,0
4101980,0
603720,0
603750,0
603780,0
603840,0
604020,0
604080,0
4700240,0
604200,0
604230,0
604260,0
604290,0
604350,0
604380,0
604740,0
604500,0
604530,0
604620,0
604650,0
3700360,0
604800,0
604830,0
604860,0
2600006,0
604950,0
604980,0
4203510,0
605190,0
4203570,0
3604710,0
605250,0
605280,0
605400,0
605490,0
605520,0
605580,0
605610,0
2502640,0
605700,0
605730,0
3401740,0
1300420,0
605880,0
605910,0
2303150,0
606000,0
2200210,0
606060,0
606090,0
606100,0
606270,0
604890,0
606360,0
606390,0
606420,0
606450,0
606480,0
606510,0
606540,0
606570,0
606580,0
606690,0
606720,0
606750,0
806600,0
3000654,0
605010,0
3003820,0
606960,0
605040,0
607020,0
607140,0
607170,0
2800630,0
607230,0
607260,0
607350,0
607410,0
100390,0
607470,0
607500,0
607530,0
601409,0
607680,0
607740,0
607770,0
607800,0
607840,0
605220,0
605240,0
607950,0
4400015,1
607980,0
3700390,0
4810380,0
608130,0
4700270,0
608190,0
608250,0
608340,0
1706420,0
608460,0
3401830,0
608550,0
608580,0
2705790,0
608640,0
608700,0
608760,0
608850,0
608880,0
608970,0
4810620,0
503320,0
3401920,0
609240,0
609270,0
609300,0
1600360,0
401260,0
605640,0
5400090,0
609510,0
2502790,0
802490,0
2100570,0
3004560,0
609690,0
3904522,0
900420,0
609850,0
609870,0
609940,0
609990,0
605790,0
610230,0
610260,0
610290,0
610320,0
605820,0
610380,0
610440,0
610620,0
610680,0
610710,0
610740,0
605940,0
3402220,0
610890,0
610980,0
611040,0
900450,0
611110,0
3402250,0
611220,0
611280,0
611430,0
606030,0
2606900,0
611520,0
611550,0
611610,0
611670,0
611700,0
2606930,0
3905012,0
611780,0
611820,0
611850,0
2303640,0
1200180,0
2607040,0
5100480,0
606330,0
612090,0
802640,0
612150,0
612180,0
612210,0
3605850,0
612360,0
612600,0
612630,0
612690,0
612750,0
612810,0
4005820,0
612880,0
1707740,0
1736810,0
1700125,0
3402440,0
613140,0
3700530,0
5400180,0
613360,0
606780,0
613500,0
4006120,0
613740,0
613800,0
613840,0
613860,0
2607590,0
1708040,0
613980,0
614010,0
614040,0
606810,0
614130,0
614190,0
614220,0
606870,0
614340,0
2100840,0
3700580,0
614430,0
614490,0
5099909,0
606900,0
2800870,0
614730,0
614760,0
5400210,0
606990,0
2503270,0
614910,0
614940,0
3402640,0
614970,0
615000,0
615090,0
615150,0
3700600,0
615240,0
615270,0
3904370,0
615450,0
615480,0
5100600,0
615600,0
2907050,0
615780,0
615810,0
615840,0
615870,0
615990,0
607200,0
616080,0
616110,0
3606300,0
2004410,0
616300,0
616320,0
616323,0
616325,0
4812780,0
2503310,0
616530,0
616560,0
2303930,0
616620,0
616650,0
616680,0
607440,0
616830,0
616860,0
1801200,0
617040,0
617160,1
617190,0
617220,0
607560,0
5100690,0
617490,0
617520,0
617580,0
617620,0
617640,0
617760,0
617850,0
617880,0
618030,0
618060,0
618120,0
618160,0
1300870,0
618240,0
2907380,0
618510,1
618660,0
3200390,0
618730,0
618780,0
618810,0
618840,0
618870,0
618930,0
618990,0
619050,0
619110,0
619140,0
619170,0
619200,0
619230,0
2101020,0
619320,0
619380,0
619410,0
401680,0
619490,0
600067,0
619590,0
619620,0
619650,0
619680,0
5900186,0
619740,0
619770,1
619800,1
619830,0
619860,0
619890,0
619920,0
619950,0
619980,0
620010,0
620040,0
401710,0
