0a. Has committed ESBs?,1a. State,1b. Local Education Agency (LEA) or entity name,1c. LEA ID,1d. Street address 1,1e. Street address 2,1f. City,1g. State,1h. ZIP code,1i. Website,1j. Has LEA ID?,1k. LEA type (number),1l. LEA type (name),1m. Supervisory union LEA ID,1n. Locale (full number),1o. Locale broad type (number),1p. Locale broad type (name),1q. Census Region,1r. Census Division,1s. Latitude,1t. Longitude ,2a. Total number of buses,2b. Contractor used for some or all of buses?,3a. Number of ESBs committed ,3b. Number of delivered or operating ESBs,3c. Number of ESBs awarded,3d. Number of ESBs ordered,3e. Number of ESBs delivered,3f. Number of ESBs operating,3g. Number of batches,3h. Size of batch 1,3h. Size of batch 2,3h. Size of batch 3,3h. Size of batch 4,3h. Size of batch 5,3i. Percent of fleet that is electric,3j. Government agency involved (non-funding),3k. Utility/energy company involved 1,3k. Utility/energy company involved 2,3k. Utility/energy company involved 3,3l. Other groups involved 1,3l. Other groups involved 2,3l. Other groups involved 3,3m. Other notes,4a. Tribal school district?,4b. Number of students in district,4c. Number of schools in district,4d. Percentage of schools in district that are Title I schoolwide eligible,4e. Percentage of students in district eligible for free or reduced price lunch,4f. Median household income,4g. Percent of population below the poverty level,4h. Percent one race: White ,4i. Percent race alone or multiracial: White,4j. Percent one race: Black or African American ,4k. Percent race alone or multiracial: Black or African American,4l. Percent one race: American Indian and Alaska Native ,4m. Percent race alone or multiracial: American Indian and Alaska Native,4n. Percent one race: Asian ,4o. Percent race alone or multiracial: Asian,4p. Percent one race: Native Hawaiian and Other Pacific Islander ,4q. Percent race alone or multiracial: Native Hawaiian and Other Pacific Islander,4r. Percent one race: some other race ,4s. Percent race alone or multiracial: Some other race,4t. Percent two or more races,4u. Percent Hispanic or Latino (of any race) ,5a. EPA Region,5b. Percent non-white and/or Hispanic,5c. Quartile: percent non-white and/or Hispanic,5d. Percent low-income (200% of federal poverty level),5e. Quartile: percent low-income,5f. PM2.5 concentration,5g. Quartile: PM2.5 concentration,5h. Ozone concentration,5i. Quartile: ozone concentration,5j. Percent of school children with a disability,5k. Quartile: percent of school children with a disability,5l. Average rate of asthma among adults aged 18 and older,5m. Quartile: average rate of asthma,5n. Qualified for American Rescue Plan funding? ,5o. EPA 2022 Clean School Bus Rebate Program prioritized school district?,5p. EPA 2023 Clean School Bus Grant & Rebate Programs prioritized school district?,5q. WRI Priority Outreach District (POD)?,6a. Has any expression of interest in ESBs?,6b. ARP 2021 waitlist position,6c. DERA school bus rebates 2020 waitlist position,6d. DERA school bus rebates 2021 waitlist position,6e. Applied for ESB funding but not awarded
no,OKLAHOMA,NOBLE,4021630,111 S 4th,,Noble,OK,73068.0,http://www.nobleps.com,Yes,1.0,Regular public school district that is not a component of a supervisory union,,22.0,2,Suburban,South,West South Central,35.138806,-97.392941,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,3035.0,5.0,1.0,0.5970345963756178,72881.0,0.128,0.862,0.935,0.003,0.02,0.057999999999999996,0.0002,0.0,0.003,0.001,0.001,0.002,0.009000000000000001,0.073,0.028999999999999998,6.0,0.21024512,3.0,0.279407016,3.0,9.287031984,4.0,63.38958019,4.0,0.091,4.0,0.0990942074776198,3.0,No,No,No,False,1.0,,,,
no,OKLAHOMA,NORMAN,4021720,131 South Flood Avenue,,Norman,OK,73069.0,http://www.normanpublicschools.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,22.0,2,Suburban,South,West South Central,35.21718,-97.452301,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,15786.0,25.0,0.68,0.4930318003294058,59325.0,0.16899999999999998,0.747,0.8420000000000001,0.049,0.069,0.039,0.0006900000000000001,0.044000000000000004,0.062,0.0,0.003,0.023,0.046,0.099,0.08900000000000001,6.0,0.281504999,3.0,0.303084329,3.0,9.659412271,4.0,62.90287887,4.0,0.064,3.0,0.103312066867692,3.0,No,No,No,False,1.0,,,,
no,OKLAHOMA,CHISHOLM,4021780,305 Utah,,Enid,OK,73701.0,http://www.chisholm.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,West South Central,36.437365,-97.869515,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1118.0,3.0,0.3333333333333333,0.37209302325581395,114219.0,0.026000000000000002,0.853,0.904,0.017,0.031,0.017,0.00031,0.016,0.019,0.026000000000000002,0.026000000000000002,0.012,0.021,0.059000000000000004,0.063,6.0,0.206177766,3.0,0.269640892,2.0,8.492239909,3.0,61.03407381,3.0,0.039,2.0,0.105191603758214,4.0,No,No,No,False,1.0,,,,
no,OKLAHOMA,NORWOOD,4021900,7966 West 790 Road,,Hulbert,OK,74441.0,http://www.norwood.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,35.8714,-95.1638,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,139.0,1.0,1.0,0.6762589928057554,61346.0,0.17300000000000001,0.534,0.612,0.031,0.063,0.32799999999999996,0.00063,0.009000000000000001,0.01,0.0,0.0,0.0,0.016,0.098,0.046,6.0,0.498562131,4.0,0.467534433,4.0,8.613954521,3.0,59.62743,3.0,0.037000000000000005,2.0,0.0,1.0,Yes,Yes,No,False,1.0,,,,
no,OKLAHOMA,NOWATA,4021930,707 West Osage Avenue,,Nowata,OK,74048.0,http://www.npsok.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,South,West South Central,36.6976,-95.6459,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,751.0,3.0,0.3333333333333333,0.6937416777629827,45182.0,0.174,0.652,0.7929999999999999,0.008,0.06,0.156,0.0006,0.008,0.023,0.001,0.011000000000000001,0.02,0.027000000000000003,0.154,0.044000000000000004,6.0,0.35881104,4.0,0.463498285,4.0,8.589919861,3.0,61.84190063,3.0,0.0,1.0,0.111441061199879,4.0,No,Yes,Yes,True,1.0,,,,
no,OKLAHOMA,OAK GROVE,4022160,8409 East Ninth Street,,Cushing,OK,74023.0,http://www.oakgrove.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,35.9707,-96.6421,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,171.0,1.0,1.0,0.5087719298245614,104500.0,0.073,0.8370000000000001,0.9009999999999999,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.032,0.046,0.065,0.07200000000000001,6.0,0.182349949,3.0,0.409587996,4.0,8.502233661,3.0,61.44071431,3.0,0.063,3.0,0.10643382000957301,4.0,No,Yes,No,False,1.0,,,,
no,OKLAHOMA,OAKDALE,4022350,5701 E HEFNER ROAD,,Edmond,OK,73013.0,http://www.oakdale.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,West South Central,35.5812,-97.422355,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,720.0,1.0,0.0,0.09027777777777778,173214.0,0.03,0.851,0.9059999999999999,0.037000000000000005,0.048,0.016,0.00048,0.027999999999999997,0.051,0.0,0.003,0.001,0.005,0.065,0.065,6.0,0.226438804,3.0,0.099690039,1.0,9.500914523,4.0,64.60615703,4.0,0.037000000000000005,2.0,0.0884598995793187,1.0,Yes,No,No,False,1.0,,,,
no,OKLAHOMA,OAKS-MISSION,4022410,357 W  Main,,Oaks,OK,74359.0,http://www.oaksmissionschool.com,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,South,West South Central,36.165398,-94.853934,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,160.0,2.0,1.0,0.85625,38036.0,0.23,0.493,0.614,0.015,0.027999999999999997,0.35600000000000004,0.00028,0.006999999999999999,0.006999999999999999,0.001,0.001,0.006,0.017,0.122,0.06,6.0,0.530796049,4.0,0.416134031,4.0,8.318967988,3.0,58.89330851,2.0,0.032,2.0,0.119925007381163,4.0,No,Yes,Yes,False,1.0,,,,
yes,NORTH CAROLINA,Richmond County Schools,3703870,118 Vance Street,,Hamlet,NC,28345.0,http://www.richmond.k12.nc.us/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,South,South Atlantic,34.887218,-79.702067,91.0,,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.02197802197802198,,,,,,,,,No,6678.0,15.0,1.0,0.9898173105720276,38926.0,0.25,0.5870000000000001,0.613,0.318,0.331,0.028999999999999998,0.00331,0.008,0.012,0.0,0.001,0.026000000000000002,0.039,0.031,0.069,4.0,0.440936699,4.0,0.442668761,4.0,7.843322908,3.0,60.61838285,3.0,0.053,3.0,0.108213619502991,4.0,No,Yes,Yes,False,1.0,28.0,,,
no,OKLAHOMA,OKARCHE,4022590,632 West Oklahoma Avenue,,Okarche,OK,73762.0,http://www.okarche.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,35.726927,-97.984269,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,433.0,3.0,0.0,0.2632794457274827,76425.0,0.182,0.856,0.9279999999999999,0.005,0.009000000000000001,0.042,9e-05,0.001,0.006,0.0,0.0,0.02,0.051,0.075,0.085,6.0,0.214246755,3.0,0.230282535,2.0,8.994338552,4.0,63.09602225,4.0,0.005,1.0,0.0994161653915785,3.0,No,Yes,No,False,1.0,,,,
no,OKLAHOMA,OKAY,4022620,8611 North 49th Street East,,Okay,OK,74446.0,http://www.okayps.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,35.8648,-95.3062,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,371.0,2.0,0.5,0.7547169811320755,49444.0,0.21899999999999997,0.528,0.68,0.065,0.08,0.244,0.0008,0.003,0.003,0.0,0.0,0.002,0.008,0.158,0.013000000000000001,6.0,0.360049705,4.0,0.380863622,4.0,8.959453998,4.0,59.92814403,3.0,0.077,3.0,0.111824483775811,4.0,No,Yes,No,False,1.0,,,,
no,OKLAHOMA,OKEENE,4022650,301 North Main,,Okeene,OK,73763.0,http://okeene.k12.ok.us/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,South,West South Central,36.1186,-98.3159,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,328.0,3.0,0.3333333333333333,0.6036585365853658,49583.0,0.212,0.927,0.983,0.0,0.001,0.012,1e-05,0.0,0.008,0.0,0.0,0.005,0.031,0.055999999999999994,0.069,6.0,0.137314076,2.0,0.299633542,3.0,8.344367584,3.0,61.3362869,3.0,0.21899999999999997,4.0,0.10034376582599,3.0,No,Yes,Yes,False,1.0,,,,
no,OKLAHOMA,OKLAHOMA CITY,4022770,615 Classen Boulevard,,Oklahoma City,OK,73106.0,http://www.okcps.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,11.0,1,Urban,South,West South Central,35.473707,-97.529441,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,33245.0,59.0,0.9661016949152542,0.9183636637088284,45873.0,0.22,0.581,0.6679999999999999,0.18600000000000003,0.213,0.038,0.00213,0.021,0.03,0.002,0.003,0.075,0.114,0.09699999999999999,0.29600000000000004,6.0,0.553084467,4.0,0.43875311,4.0,9.795233422,4.0,63.74444373,4.0,0.055,3.0,0.11234488111263399,4.0,Yes,Yes,Yes,True,1.0,,,,
no,OKLAHOMA,OKMULGEE,4022800,316 E  8th Street,,Okmulgee,OK,74447.0,http://www.okmulgeeps.com,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,South,West South Central,35.621129,-95.968349,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1185.0,3.0,1.0,0.9139240506329114,36684.0,0.231,0.531,0.626,0.16899999999999998,0.205,0.171,0.0020499999999999997,0.012,0.019,0.0,0.008,0.002,0.009000000000000001,0.113,0.031,6.0,0.432683465,4.0,0.433924959,4.0,8.659031004,4.0,60.78770003,3.0,0.075,3.0,0.116750328083989,4.0,No,Yes,Yes,True,1.0,,,,2022 CSBP rebate
no,OKLAHOMA,OKTAHA,4022830,531 E  Prairie,,Oktaha,OK,74450.0,http://www.oktahaschool.com/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,35.577302,-95.4726,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,704.0,2.0,0.5,0.8096590909090909,57000.0,0.092,0.578,0.649,0.02,0.044000000000000004,0.292,0.00044000000000000007,0.006999999999999999,0.009000000000000001,0.0,0.0,0.027000000000000003,0.03,0.076,0.036000000000000004,6.0,0.445393914,4.0,0.392142559,4.0,8.886852834,4.0,59.51159294,3.0,0.165,4.0,0.110312067748765,4.0,No,Yes,No,False,1.0,,,,
no,OKLAHOMA,OLIVE,4022860,9352 South 436th West Avenue,,Drumright,OK,74030.0,http://www.olive.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,36.027734,-96.480429,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,242.0,2.0,0.5,0.7231404958677686,53603.0,0.107,0.845,0.87,0.0,0.006999999999999999,0.11800000000000001,7e-05,0.005,0.005,0.0,0.0,0.008,0.016,0.025,0.037000000000000005,6.0,0.222047045,3.0,0.363814088,4.0,8.421144873,3.0,61.81523695,3.0,0.038,2.0,0.107750814235802,4.0,No,Yes,No,False,1.0,,,,
no,OKLAHOMA,LOMEGA,4022950,18319 N 2700 Rd,,Omega,OK,73764.0,http://www.lomega.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,South,West South Central,35.908834,-98.191497,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,215.0,2.0,0.5,0.5069767441860465,43636.0,0.069,0.9109999999999999,0.9329999999999999,0.0,0.0,0.006,0.0,0.0,0.003,0.0,0.0,0.06,0.068,0.022000000000000002,0.068,6.0,0.183956186,3.0,0.223582474,2.0,8.826416149,4.0,62.33324707,4.0,,,0.0997196573060447,3.0,Yes,Yes,Yes,False,1.0,,,,2022 CSBP rebate
no,OKLAHOMA,OOLOGAH-TALALA,4023040,10700 South Hwy 169,,Oologah,OK,74053.0,http://www.oologah.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,36.4578,-95.70811,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1740.0,4.0,0.5,0.42126436781609194,84384.0,0.106,0.74,0.8270000000000001,0.009000000000000001,0.016,0.14,0.00016,0.017,0.02,0.0,0.0,0.006,0.011000000000000001,0.08800000000000001,0.032,6.0,0.294485699,3.0,0.242230473,2.0,9.013951992,4.0,61.38434239,3.0,0.052000000000000005,3.0,0.104256174522789,3.0,No,Yes,No,False,1.0,,,,
no,OKLAHOMA,OPTIMA,4023070,107 E 5th st,,Optima,OK,73945.0,http://optima.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,36.7559,-101.3555,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,47.0,1.0,1.0,0.8297872340425532,26992.0,0.053,0.5920000000000001,0.609,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.382,0.39899999999999997,0.018000000000000002,0.55,6.0,0.408391817,4.0,0.342840078,3.0,6.075873304,1.0,57.71533146,2.0,,,0.101367083153813,3.0,Yes,Yes,No,False,1.0,,,,
no,OKLAHOMA,OSAGE,4023190,7960 West 490 Rd,,Pryor,OK,74361.0,http://www.osageelementary.com,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,36.308,-95.3984,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,118.0,1.0,0.0,0.5932203389830508,61284.0,0.067,0.713,0.8290000000000001,0.0,0.01,0.159,0.0001,0.005,0.009000000000000001,0.004,0.004,0.003,0.003,0.11699999999999999,0.027999999999999997,6.0,0.326461413,3.0,0.262172793,2.0,8.823983074,4.0,59.54651857,3.0,0.087,4.0,0.10400000000000001,3.0,No,Yes,No,False,1.0,,,,
no,OKLAHOMA,OSAGE HILLS,4023220,225 Country Road 2706,,Bartlesville,OK,74003.0,http://www.osagehills.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,South,West South Central,36.733,-96.0068,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,167.0,1.0,1.0,0.6586826347305389,68750.0,0.057,0.8640000000000001,0.9209999999999999,0.006999999999999999,0.006999999999999999,0.07200000000000001,7e-05,0.0,0.0,0.0,0.006,0.0,0.0,0.057,0.027999999999999997,6.0,0.320647003,3.0,0.31132255,3.0,8.433446061,3.0,62.65794402,4.0,,,0.10325240006982,3.0,No,No,No,False,1.0,,,,
no,OKLAHOMA,OWASSO,4023280,1501 North Ash Street,,Owasso,OK,74055.0,http://www.owassops.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,South,West South Central,36.281585,-95.853048,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,9802.0,13.0,0.38461538461538464,0.33717608651295655,79860.0,0.055999999999999994,0.7609999999999999,0.845,0.024,0.038,0.07400000000000001,0.00037999999999999997,0.024,0.031,0.002,0.003,0.027000000000000003,0.035,0.08800000000000001,0.061,6.0,0.290464945,3.0,0.252265683,2.0,9.338886678,4.0,62.20544433,4.0,0.047,2.0,0.0988495878091431,3.0,No,No,No,False,1.0,,,,
no,OKLAHOMA,PADEN,4023340,315 W 10th,,Paden,OK,74860.0,http://www.paden.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,South,West South Central,35.503971,-96.570629,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,216.0,2.0,0.5,0.6990740740740741,49583.0,0.161,0.759,0.895,0.0,0.004,0.092,4e-05,0.013000000000000001,0.013000000000000001,0.0,0.0,0.0,0.006,0.136,0.047,6.0,0.283765982,3.0,0.378845409,4.0,8.581576275,3.0,61.29475473,3.0,0.09,4.0,0.10901373835001699,4.0,No,Yes,Yes,False,1.0,,,,
no,OKLAHOMA,PANAMA,4023370,401 High School Drive,,PANAMA,OK,74951.0,http://www.panama.k12.ok.us/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,West South Central,35.17504,-94.669964,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,730.0,3.0,0.3333333333333333,0.7726027397260274,43466.0,0.18,0.7390000000000001,0.871,0.011000000000000001,0.025,0.084,0.00025,0.032,0.048,0.0,0.001,0.002,0.016,0.132,0.038,6.0,0.272324151,3.0,0.443268112,4.0,8.717804717,4.0,58.91006042,2.0,0.046,2.0,0.111158579130986,4.0,No,Yes,Yes,False,1.0,,,,2022 CSBP rebate
no,OKLAHOMA,PANOLA,4023400,5558 NE 104th RD,,Wilburton,OK,74578.0,http://www.panolabearcats.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,West South Central,34.928294,-95.214429,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,65.0,1.0,1.0,1.0,42321.0,0.149,0.732,0.841,0.01,0.013999999999999999,0.147,0.00014,0.002,0.006,0.0,0.002,0.0,0.008,0.109,0.027000000000000003,6.0,0.37833595,4.0,0.461329147,4.0,8.395764534,3.0,60.69572629,3.0,0.092,4.0,0.112532365070826,4.0,No,Yes,Yes,False,1.0,,,,
no,OKLAHOMA,PAOLI,4023430,413 Stewart Street West,,Paoli,OK,73074.0,http://www.paoli.k12.ok.us/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,34.828544,-97.265055,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,160.0,2.0,0.5,0.68125,53594.0,0.11199999999999999,0.77,0.9,0.001,0.044000000000000004,0.05,0.00044000000000000007,0.038,0.038,0.0,0.0,0.012,0.03,0.129,0.105,6.0,0.274269272,3.0,0.336210813,3.0,8.930790608,4.0,63.81375107,4.0,0.004,1.0,0.10726957478005801,4.0,No,Yes,No,False,1.0,,,,
no,OKLAHOMA,PAULS VALLEY,4023550,301 North Chickasaw,,Pauls Valley,OK,73075.0,http://www.paulsvalleyschools.com,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,South,West South Central,34.742119,-97.221672,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1396.0,4.0,1.0,0.6267908309455588,43770.0,0.183,0.7979999999999999,0.895,0.040999999999999995,0.053,0.03,0.00053,0.0,0.011000000000000001,0.0,0.0,0.034,0.046,0.09699999999999999,0.166,6.0,0.323403877,3.0,0.386181754,4.0,8.798233272,4.0,64.15312084,4.0,0.091,4.0,0.10805604745121601,4.0,No,Yes,No,True,1.0,,,,2022 CSBP rebate
yes,CONNECTICUT,Ridgefield School District,903810,90 East Ridge Rd,,Ridgefield,CT,6877.0,http://www.ridgefield.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,Northeast,New England,41.282482,-73.492694,,,7.0,0.0,7.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,4568.0,9.0,0.0,0.0654553415061296,160258.0,0.034,0.9059999999999999,0.94,0.015,0.018000000000000002,0.001,0.00018,0.033,0.048,0.0,0.0,0.008,0.031,0.038,0.051,1.0,0.132399313,2.0,0.116632739,1.0,7.826421365,3.0,68.44113234,4.0,0.038,2.0,0.07850154233298151,1.0,No,No,No,False,1.0,,,,
no,OKLAHOMA,PAWNEE,4023610,615 Denver Street,,Pawnee,OK,74058.0,http://www.pawnee.k12.ok.us/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,South,West South Central,36.333007,-96.805528,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,633.0,3.0,0.3333333333333333,0.7898894154818326,44265.0,0.139,0.7240000000000001,0.816,0.01,0.03,0.16,0.0003,0.006,0.011000000000000001,0.001,0.001,0.008,0.01,0.092,0.024,6.0,0.269869352,3.0,0.371937942,4.0,8.307813077,3.0,60.43418841,3.0,0.03,1.0,0.109210334703464,4.0,No,Yes,Yes,True,1.0,,,,
no,OKLAHOMA,PECKHAM,4023700,7175 West School Street,,Newkirk,OK,74647.0,http://www.peckham.gabbarthost.com,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,36.885183,-97.176605,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,125.0,1.0,0.0,0.768,67500.0,0.034,0.8340000000000001,0.9059999999999999,0.0,0.003,0.094,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.07200000000000001,0.031,6.0,0.182803468,3.0,0.325987476,3.0,7.956506222,3.0,60.01998598,3.0,,,0.106570931336356,4.0,No,Yes,No,False,1.0,,,,
no,OKLAHOMA,PEGGS,4023730,10821 West Hickory Ave,,Peggs,OK,74452.0,http://peggspanthers.com,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,South,West South Central,36.0807,-95.1042,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,187.0,1.0,1.0,0.7754010695187166,36923.0,0.294,0.581,0.63,0.006,0.008,0.348,8e-05,0.006999999999999999,0.009000000000000001,0.0,0.0,0.006,0.013000000000000001,0.053,0.045,6.0,0.496822266,4.0,0.427898313,4.0,8.452703949,3.0,59.27475354,3.0,0.08,4.0,0.114,4.0,No,Yes,Yes,True,1.0,,,,
no,OKLAHOMA,PERKINS-TRYON,4023800,103 SW 2nd,,Perkins,OK,74059.0,http://www.p-t.k12.ok.us/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,35.9739,-97.0359,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1577.0,4.0,0.5,0.46163601775523144,52875.0,0.188,0.8759999999999999,0.915,0.047,0.055,0.031,0.00055,0.0,0.001,0.0,0.001,0.006999999999999999,0.016,0.039,0.026000000000000002,6.0,0.251173531,3.0,0.321358268,3.0,8.682217756,4.0,62.15332974,4.0,0.07,3.0,0.112327742837176,4.0,No,Yes,No,False,1.0,,,,
no,OKLAHOMA,PERRY,4023850,900 Fir Street,,Perry,OK,73077.0,http://www.perry.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,West South Central,36.289353,-97.291846,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1015.0,3.0,0.3333333333333333,0.4857142857142857,58696.0,0.105,0.8859999999999999,0.965,0.003,0.049,0.026000000000000002,0.00049,0.0,0.0,0.0,0.0,0.006,0.006,0.078,0.027000000000000003,6.0,0.124801902,2.0,0.349181194,3.0,8.493969858,3.0,62.0154268,4.0,0.086,4.0,0.09933738350831661,3.0,No,No,No,False,1.0,,,,
no,OKLAHOMA,PIEDMONT,4023970,615 Edmond Rd  NW,,Piedmont,OK,73078.0,http://www.piedmontschools.org/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,West South Central,35.653672,-97.753574,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,5056.0,7.0,0.0,0.23061708860759494,88750.0,0.022000000000000002,0.757,0.8420000000000001,0.079,0.091,0.016,0.00091,0.033,0.046,0.0,0.0,0.023,0.040999999999999995,0.09300000000000001,0.064,6.0,0.276919893,3.0,0.138229114,1.0,9.448968522,4.0,63.99268572,4.0,0.047,2.0,0.0960352729915772,2.0,No,No,No,False,1.0,,,,
